type,latitude,longitude,alt,name,color
T,-32.658198,-69.115142,2922.2,,black
T,-32.658101,-69.115108,2920.4,,black
T,-32.657995,-69.115072,2918.7,,black
T,-32.65788,-69.115058,2917.3,,black
T,-32.657819,-69.115047,2916,,black
T,-32.657758,-69.115037,2914.7,,black
T,-32.657698,-69.115011,2913,,black
T,-32.657579,-69.115002,2911.5,,black
T,-32.657516,-69.114997,2910.4,,black
T,-32.657453,-69.114995,2909.1000000000004,,black
T,-32.65739,-69.114995,2907.9,,black
T,-32.657329,-69.115003,2906.8,,black
T,-32.657273,-69.115009,2905.7,,black
T,-32.657215,-69.115003,2904.8,,black
T,-32.657162,-69.114996,2904.2,,black
T,-32.657109,-69.114992,2903.9,,black
T,-32.657056,-69.114995,2903.2,,black
T,-32.656999,-69.11501,2901.8,,black
T,-32.656891,-69.11502,2900.5,,black
T,-32.656834,-69.115028,2899.3,,black
T,-32.656771,-69.115025,2897.5,,black
T,-32.656642,-69.115024,2895.8,,black
T,-32.656474,-69.115046,2894.7,,black
T,-32.656285,-69.115051,2894.2,,black
T,-32.656221,-69.11503,2893.8,,black
T,-32.656114,-69.115005,2893.1000000000004,,black
T,-32.656071,-69.114971,2892.7,,black
T,-32.656033,-69.114836,2893.3999999999996,,black
T,-32.655901,-69.114798,2894.7,,black
T,-32.655863,-69.114772,2895.7,,black
T,-32.655838,-69.114743,2897,,black
T,-32.655803,-69.114711,2898.5,,black
T,-32.65578,-69.114707,2899.8,,black
T,-32.655775,-69.114702,2901,,black
T,-32.655775,-69.114698,2900.7,,black
T,-32.65565,-69.114711,2899.7,,black
T,-32.655612,-69.114734,2898.5,,black
T,-32.655573,-69.114743,2897.2,,black
T,-32.655529,-69.114742,2895.7,,black
T,-32.655474,-69.114745,2894.2,,black
T,-32.655443,-69.114748,2892.7,,black
T,-32.655377,-69.114746,2891.3,,black
T,-32.655345,-69.114741,2890,,black
T,-32.655281,-69.114727,2888.6,,black
T,-32.65523,-69.114723,2887.3,,black
T,-32.655178,-69.114724,2885.7,,black
T,-32.655119,-69.114728,2884.1000000000004,,black
T,-32.655061,-69.114729,2882.9,,black
T,-32.65503,-69.114725,2881.6000000000004,,black
T,-32.654963,-69.114732,2879.9,,black
T,-32.6549,-69.114731,2877.8,,black
T,-32.654821,-69.114722,2875.7,,black
T,-32.654764,-69.114706,2874.1000000000004,,black
T,-32.654699,-69.11468,2873.1000000000004,,black
T,-32.654635,-69.114648,2872.4,,black
T,-32.654579,-69.114596,2871.5,,black
T,-32.654486,-69.114559,2870.1,,black
T,-32.654403,-69.114534,2868.6,,black
T,-32.654321,-69.114499,2867.1,,black
T,-32.654181,-69.114485,2865.6,,black
T,-32.654131,-69.114473,2864.3,,black
T,-32.654081,-69.114453,2862.7,,black
T,-32.653982,-69.11444,2861.2,,black
T,-32.65393,-69.114429,2860,,black
T,-32.653878,-69.114423,2858.8,,black
T,-32.653825,-69.114414,2857.8999999999996,,black
T,-32.653774,-69.114398,2857.3,,black
T,-32.653728,-69.114359,2856.2,,black
T,-32.653648,-69.114321,2854.3,,black
T,-32.653558,-69.114311,2852.3999999999996,,black
T,-32.653509,-69.114311,2851,,black
T,-32.653457,-69.11432,2849.8,,black
T,-32.653361,-69.114331,2848.8999999999996,,black
T,-32.653327,-69.114318,2848.3999999999996,,black
T,-32.653252,-69.114298,2847.6,,black
T,-32.653212,-69.114253,2846.2,,black
T,-32.653139,-69.114237,2844.8,,black
T,-32.653105,-69.114219,2843.7,,black
T,-32.653065,-69.114198,2842.5,,black
T,-32.653023,-69.114173,2841.3,,black
T,-32.65298,-69.114143,2840.2,,black
T,-32.652939,-69.114115,2839.1,,black
T,-32.652898,-69.114091,2838.2,,black
T,-32.652856,-69.114071,2837.6000000000004,,black
T,-32.652811,-69.114052,2837.1000000000004,,black
T,-32.652761,-69.114032,2836.3,,black
T,-32.652712,-69.113989,2835,,black
T,-32.652628,-69.113943,2833.5,,black
T,-32.652546,-69.113901,2831.6000000000004,,black
T,-32.652451,-69.113858,2829.8,,black
T,-32.652352,-69.113834,2828.6,,black
T,-32.6523,-69.113807,2827.3,,black
T,-32.652247,-69.113775,2825.8,,black
T,-32.652192,-69.113744,2824.4,,black
T,-32.652137,-69.113712,2823.1000000000004,,black
T,-32.652082,-69.113647,2821.5,,black
T,-32.651977,-69.113613,2820.1,,black
T,-32.651922,-69.113582,2819,,black
T,-32.651866,-69.113552,2817.9,,black
T,-32.651809,-69.113519,2816.8,,black
T,-32.651751,-69.113485,2815.6,,black
T,-32.651691,-69.113407,2814.4,,black
T,-32.65157,-69.113316,2813.2,,black
T,-32.651468,-69.113258,2812,,black
T,-32.651435,-69.113192,2811,,black
T,-32.651414,-69.113122,2810.3999999999996,,black
T,-32.651399,-69.11305,2809.6,,black
T,-32.651384,-69.112977,2808.3,,black
T,-32.651362,-69.112855,2806.7,,black
T,-32.651288,-69.1128,2804.9,,black
T,-32.651245,-69.112683,2803.1,,black
T,-32.651165,-69.112555,2801.8,,black
T,-32.651114,-69.112483,2800.7,,black
T,-32.65109,-69.11241,2799.3,,black
T,-32.651067,-69.112344,2797.5,,black
T,-32.651043,-69.112252,2795.8,,black
T,-32.651011,-69.112222,2794.5,,black
T,-32.650988,-69.112097,2793.4,,black
T,-32.650902,-69.11205,2792.8,,black
T,-32.650887,-69.111995,2792.3,,black
T,-32.650875,-69.11193,2791.7,,black
T,-32.650869,-69.111859,2790.8,,black
T,-32.650869,-69.111787,2789.3999999999996,,black
T,-32.650868,-69.111711,2787.6,,black
T,-32.650855,-69.111558,2785.8,,black
T,-32.65083,-69.11141,2784.2,,black
T,-32.650811,-69.111333,2783,,black
T,-32.650805,-69.111259,2782.2,,black
T,-32.650808,-69.111111,2781.1000000000004,,black
T,-32.650828,-69.111036,2779.7,,black
T,-32.650839,-69.110964,2778.3,,black
T,-32.650847,-69.110895,2777.1,,black
T,-32.650847,-69.110747,2775.8,,black
T,-32.650844,-69.11059,2774.2,,black
T,-32.650856,-69.110512,2772.8,,black
T,-32.650865,-69.110359,2771.3,,black
T,-32.650879,-69.110219,2769.4,,black
T,-32.650891,-69.110158,2768,,black
T,-32.650901,-69.110104,2767.3999999999996,,black
T,-32.65092,-69.110055,2766.6,,black
T,-32.650942,-69.110007,2765.4,,black
T,-32.650962,-69.109913,2763.9,,black
T,-32.65101,-69.109828,2762.3,,black
T,-32.651058,-69.109748,2761,,black
T,-32.651074,-69.109685,2759.9,,black
T,-32.651066,-69.109611,2758.8,,black
T,-32.65102,-69.109557,2757.6,,black
T,-32.650971,-69.109512,2756.3,,black
T,-32.650958,-69.109427,2755.1,,black
T,-32.650896,-69.109369,2754.1,,black
T,-32.650893,-69.109294,2752.8999999999996,,black
T,-32.650889,-69.109216,2751.7,,black
T,-32.65087,-69.109107,2750.3,,black
T,-32.650816,-69.109021,2749,,black
T,-32.650797,-69.108966,2748.3,,black
T,-32.650796,-69.108862,2747.3,,black
T,-32.650793,-69.108752,2745.6,,black
T,-32.650774,-69.108641,2743.8999999999996,,black
T,-32.650748,-69.108545,2742.5,,black
T,-32.650731,-69.108406,2741.2,,black
T,-32.650725,-69.108304,2740.1,,black
T,-32.650729,-69.108248,2739.1,,black
T,-32.650731,-69.108189,2738,,black
T,-32.650734,-69.108132,2737.1000000000004,,black
T,-32.650737,-69.108078,2736.6000000000004,,black
T,-32.650737,-69.108025,2736.1000000000004,,black
T,-32.650744,-69.107974,2735.5,,black
T,-32.650754,-69.107872,2734.3,,black
T,-32.650774,-69.107768,2732.8,,black
T,-32.650795,-69.107672,2731.6,,black
T,-32.65082,-69.107576,2730.3,,black
T,-32.650837,-69.107435,2728.8999999999996,,black
T,-32.650901,-69.107342,2727.6,,black
T,-32.650945,-69.107146,2726.4,,black
T,-32.651033,-69.107093,2725.3,,black
T,-32.651048,-69.106977,2723.9,,black
T,-32.651084,-69.106854,2722,,black
T,-32.651117,-69.106759,2720.1,,black
T,-32.651145,-69.106712,2718.6,,black
T,-32.651157,-69.106624,2717.1,,black
T,-32.651167,-69.106541,2715.6,,black
T,-32.651181,-69.106453,2714.2,,black
T,-32.651207,-69.106402,2712.9,,black
T,-32.651218,-69.106277,2711.3,,black
T,-32.65123,-69.106211,2709.5,,black
T,-32.651235,-69.106093,2708.1000000000004,,black
T,-32.651246,-69.106041,2707,,black
T,-32.651259,-69.105986,2706.3,,black
T,-32.651276,-69.105869,2705.2,,black
T,-32.651314,-69.105817,2704.1000000000004,,black
T,-32.651323,-69.105771,2703.5,,black
T,-32.651324,-69.105652,2702.3999999999996,,black
T,-32.651341,-69.105589,2700.8999999999996,,black
T,-32.651344,-69.105488,2699.5,,black
T,-32.651316,-69.105378,2698.1000000000004,,black
T,-32.651295,-69.105259,2696.7,,black
T,-32.651268,-69.105165,2695.5,,black
T,-32.651252,-69.105046,2694.2,,black
T,-32.651232,-69.104913,2692.5,,black
T,-32.651203,-69.104802,2691,,black
T,-32.651188,-69.104705,2689.9,,black
T,-32.651176,-69.104582,2688.8,,black
T,-32.651169,-69.104519,2687.6,,black
T,-32.651158,-69.104428,2686.6,,black
T,-32.651149,-69.104373,2686,,black
T,-32.651146,-69.104255,2684.7,,black
T,-32.651132,-69.104108,2682.8,,black
T,-32.651112,-69.103936,2681.1,,black
T,-32.651086,-69.103756,2679.7,,black
T,-32.651057,-69.103584,2678.1,,black
T,-32.651012,-69.103498,2676.4,,black
T,-32.650983,-69.103204,2675,,black
T,-32.650888,-69.103124,2673.6,,black
T,-32.650813,-69.103093,2672.6,,black
T,-32.650772,-69.103077,2671.8,,black
T,-32.650728,-69.103078,2670.8,,black
T,-32.650681,-69.103088,2669.5,,black
T,-32.650631,-69.103096,2668.1000000000004,,black
T,-32.650574,-69.103092,2666.6000000000004,,black
T,-32.650453,-69.103086,2665.2,,black
T,-32.650397,-69.103082,2664,,black
T,-32.650351,-69.10309,2662.9,,black
T,-32.650311,-69.103133,2661.8,,black
T,-32.650246,-69.103179,2660.5,,black
T,-32.650189,-69.103202,2659.3,,black
T,-32.650157,-69.103246,2658.1000000000004,,black
T,-32.650099,-69.10328,2656.9,,black
T,-32.650036,-69.103315,2655.8,,black
T,-32.649958,-69.103343,2654.6,,black
T,-32.649908,-69.103375,2653.5,,black
T,-32.649851,-69.103407,2652,,black
T,-32.649797,-69.10344,2650.3,,black
T,-32.649746,-69.103465,2649.2,,black
T,-32.649693,-69.103486,2648.4,,black
T,-32.649634,-69.103509,2647.4,,black
T,-32.649576,-69.103536,2646.2,,black
T,-32.649521,-69.103602,2645,,black
T,-32.649422,-69.103623,2644.2,,black
T,-32.649376,-69.103638,2643.5,,black
T,-32.649282,-69.103654,2642.6,,black
T,-32.649234,-69.103677,2641.7,,black
T,-32.649189,-69.103697,2640.8999999999996,,black
T,-32.649141,-69.103707,2640.2,,black
T,-32.649096,-69.103706,2639.4,,black
T,-32.649053,-69.103702,2638.6,,black
T,-32.649012,-69.10369,2637.8999999999996,,black
T,-32.648971,-69.103672,2637.1,,black
T,-32.648931,-69.103622,2636.1,,black
T,-32.648789,-69.1036,2635.1,,black
T,-32.648728,-69.103627,2635.1,,black
T,-32.648836,-69.103639,2635.6,,black
T,-32.64887,-69.103687,2636.2,,black
T,-32.64897,-69.103696,2637.4,,black
T,-32.649052,-69.103694,2638.5,,black
T,-32.649125,-69.103661,2639.6,,black
T,-32.649216,-69.103644,2640.8,,black
T,-32.649267,-69.103642,2641.1000000000004,,black
T,-32.649278,-69.103645,2640.4,,black
T,-32.649267,-69.103657,2639.9,,black
T,-32.649245,-69.103693,2639.3,,black
T,-32.649137,-69.103694,2638.2,,black
T,-32.649045,-69.103685,2637.3,,black
T,-32.648999,-69.103645,2636.6,,black
T,-32.648897,-69.103606,2635.5,,black
T,-32.648791,-69.103506,2634,,black
T,-32.648654,-69.103478,2632.7,,black
T,-32.648612,-69.103425,2631.3,,black
T,-32.648538,-69.103379,2629.7,,black
T,-32.648475,-69.103346,2628.5,,black
T,-32.648407,-69.103316,2627.5,,black
T,-32.648326,-69.1033,2626.7,,black
T,-32.648285,-69.103279,2626.1000000000004,,black
T,-32.648247,-69.103251,2625.5,,black
T,-32.648209,-69.103217,2624.7,,black
T,-32.648173,-69.103184,2624,,black
T,-32.648137,-69.103127,2623.1000000000004,,black
T,-32.648053,-69.103068,2621.6000000000004,,black
T,-32.647972,-69.10301,2620.1000000000004,,black
T,-32.647888,-69.102949,2618.6000000000004,,black
T,-32.647809,-69.102891,2617.1000000000004,,black
T,-32.647738,-69.102868,2616,,black
T,-32.6477,-69.10285,2615.2,,black
T,-32.647661,-69.10281,2614.1000000000004,,black
T,-32.647532,-69.102791,2613.2,,black
T,-32.64749,-69.102744,2612.5,,black
T,-32.647417,-69.102686,2611.2,,black
T,-32.64731,-69.102646,2609.5,,black
T,-32.647226,-69.102608,2608,,black
T,-32.647142,-69.102587,2607.1000000000004,,black
T,-32.647105,-69.102566,2606.4,,black
T,-32.647071,-69.102534,2605.4,,black
T,-32.646921,-69.102519,2604.1000000000004,,black
T,-32.646851,-69.102504,2603,,black
T,-32.646776,-69.10249,2602.3,,black
T,-32.646734,-69.102447,2601.3,,black
T,-32.64659,-69.102417,2599.8,,black
T,-32.646493,-69.102412,2598.6,,black
T,-32.646446,-69.102419,2598,,black
T,-32.646397,-69.102431,2597.4,,black
T,-32.646345,-69.102442,2596.7,,black
T,-32.646295,-69.102445,2596.1000000000004,,black
T,-32.646245,-69.102246,2595.4,,black
T,-32.645979,-69.102091,2594.4,,black
T,-32.6459,-69.101945,2592.9,,black
T,-32.645884,-69.101858,2591.6,,black
T,-32.645851,-69.101811,2591,,black
T,-32.645823,-69.101769,2590.4,,black
T,-32.645789,-69.101683,2589.7,,black
T,-32.645721,-69.101588,2588.7,,black
T,-32.645687,-69.101495,2587.5,,black
T,-32.645664,-69.101399,2586.5,,black
T,-32.645637,-69.101349,2585.6,,black
T,-32.645618,-69.1013,2584.7,,black
T,-32.645593,-69.101248,2583.8,,black
T,-32.645576,-69.101199,2583.2,,black
T,-32.645567,-69.101152,2583,,black
T,-32.645559,-69.101011,2582.4,,black
T,-32.645492,-69.100914,2581.2,,black
T,-32.645439,-69.100833,2580.1,,black
T,-32.645406,-69.100762,2579,,black
T,-32.645377,-69.100608,2577.8,,black
T,-32.64532,-69.100531,2576.7,,black
T,-32.645287,-69.10045,2575.6,,black
T,-32.645247,-69.100316,2574.5,,black
T,-32.645178,-69.100265,2573.8,,black
T,-32.645159,-69.100161,2573,,black
T,-32.645131,-69.100005,2571.6000000000004,,black
T,-32.645103,-69.099855,2570.1000000000004,,black
T,-32.645075,-69.099713,2568.7,,black
T,-32.645051,-69.099625,2567.6,,black
T,-32.64504,-69.099578,2567,,black
T,-32.645041,-69.099448,2566,,black
T,-32.645046,-69.099263,2564.6,,black
T,-32.645067,-69.099163,2563.4,,black
T,-32.645083,-69.099072,2562.2,,black
T,-32.645083,-69.098934,2561,,black
T,-32.645052,-69.098807,2559.8,,black
T,-32.645051,-69.098735,2558.6,,black
T,-32.64505,-69.098575,2557.2,,black
T,-32.645041,-69.098479,2555.8,,black
T,-32.645035,-69.098372,2554.8,,black
T,-32.645052,-69.098316,2554.2,,black
T,-32.645068,-69.098168,2553.4,,black
T,-32.645098,-69.098065,2552.5,,black
T,-32.645081,-69.09798,2552,,black
T,-32.645074,-69.097905,2551.2,,black
T,-32.645086,-69.097742,2549.8999999999996,,black
T,-32.645133,-69.097664,2548.7,,black
T,-32.645168,-69.097536,2547.3999999999996,,black
T,-32.645222,-69.09745,2546,,black
T,-32.645236,-69.0974,2545.3,,black
T,-32.645247,-69.097263,2544.6,,black
T,-32.645313,-69.09716,2543.4,,black
T,-32.645379,-69.097038,2542,,black
T,-32.645475,-69.096956,2540.8,,black
T,-32.645516,-69.096905,2540.1000000000004,,black
T,-32.645535,-69.096797,2539.2,,black
T,-32.645573,-69.096696,2538,,black
T,-32.645613,-69.096564,2536.8,,black
T,-32.645671,-69.096487,2535.6,,black
T,-32.645711,-69.096403,2534.8,,black
T,-32.645752,-69.096256,2534.1,,black
T,-32.645809,-69.096101,2533,,black
T,-32.645874,-69.096015,2532.2,,black
T,-32.645924,-69.095792,2531.5,,black
T,-32.646093,-69.095736,2530.4,,black
T,-32.646132,-69.095658,2529,,black
T,-32.64618,-69.095592,2527.7,,black
T,-32.646204,-69.095516,2526.3999999999996,,black
T,-32.646235,-69.095442,2524.8,,black
T,-32.646267,-69.095379,2523.2,,black
T,-32.646304,-69.095324,2521.7,,black
T,-32.646335,-69.095303,2520.7,,black
T,-32.646363,-69.095286,2520,,black
T,-32.646444,-69.095283,2518.8999999999996,,black
T,-32.646596,-69.095312,2517.5,,black
T,-32.646676,-69.095342,2516,,black
T,-32.646792,-69.095333,2514.5,,black
T,-32.646857,-69.095302,2513.3,,black
T,-32.646909,-69.095236,2512.2,,black
T,-32.646997,-69.095208,2511.5,,black
T,-32.647029,-69.095147,2510.9,,black
T,-32.647082,-69.095039,2510,,black
T,-32.647157,-69.094981,2509,,black
T,-32.647209,-69.09493,2507.8,,black
T,-32.647265,-69.094879,2506.5,,black
T,-32.647316,-69.094822,2505.3,,black
T,-32.647363,-69.094762,2504.2,,black
T,-32.647408,-69.094704,2503.1,,black
T,-32.647455,-69.094654,2502.1,,black
T,-32.647507,-69.094602,2501.2,,black
T,-32.647559,-69.094545,2500.2,,black
T,-32.647605,-69.09442,2498.5,,black
T,-32.647677,-69.094317,2496.7,,black
T,-32.647741,-69.094204,2495.4,,black
T,-32.64785,-69.094204,2494.7,,black
T,-32.647879,-69.094243,2494.1,,black
T,-32.647923,-69.094288,2493.1,,black
T,-32.64797,-69.094421,2492,,black
T,-32.648064,-69.094527,2490.7,,black
T,-32.648141,-69.094593,2489.4,,black
T,-32.648197,-69.094662,2488.3,,black
T,-32.648241,-69.094734,2487.4,,black
T,-32.648293,-69.094773,2486.6,,black
T,-32.648328,-69.094838,2485.5,,black
T,-32.648397,-69.094903,2484.2,,black
T,-32.648465,-69.09497,2483,,black
T,-32.648543,-69.09504,2481.8,,black
T,-32.648627,-69.095084,2481,,black
T,-32.648659,-69.095162,2480.3,,black
T,-32.648717,-69.095237,2479.5,,black
T,-32.648766,-69.095314,2478.8,,black
T,-32.648813,-69.09535,2478.2,,black
T,-32.648839,-69.095442,2477.2,,black
T,-32.648887,-69.095541,2475.9,,black
T,-32.64893,-69.095677,2474.9,,black
T,-32.648993,-69.095809,2473.9,,black
T,-32.649047,-69.095887,2472.8,,black
T,-32.649089,-69.09593,2471.8,,black
T,-32.649138,-69.095956,2471.1000000000004,,black
T,-32.649183,-69.095989,2470,,black
T,-32.649235,-69.095992,2468.5,,black
T,-32.649298,-69.095959,2467.2,,black
T,-32.649362,-69.095909,2465.8999999999996,,black
T,-32.649418,-69.095846,2464.3,,black
T,-32.649475,-69.095787,2462.5,,black
T,-32.649509,-69.09573,2460.8999999999996,,black
T,-32.649535,-69.095685,2459.3,,black
T,-32.649587,-69.095619,2457.7,,black
T,-32.649634,-69.095546,2456.2,,black
T,-32.64968,-69.095451,2454.8,,black
T,-32.649707,-69.095369,2453.6,,black
T,-32.649724,-69.095279,2452.3,,black
T,-32.649731,-69.095192,2450.7,,black
T,-32.649724,-69.095106,2448.8,,black
T,-32.649732,-69.094927,2447.2,,black
T,-32.64973,-69.094821,2445.8999999999996,,black
T,-32.649752,-69.094642,2444.6,,black
T,-32.649768,-69.094577,2443.5,,black
T,-32.649792,-69.094469,2442.3,,black
T,-32.649824,-69.094421,2441.1,,black
T,-32.649847,-69.094369,2440,,black
T,-32.649867,-69.094262,2438.7,,black
T,-32.649952,-69.094253,2437.4,,black
T,-32.649976,-69.094184,2436.3,,black
T,-32.65001,-69.094137,2435.5,,black
T,-32.650033,-69.094105,2435,,black
T,-32.65005,-69.093995,2434.2,,black
T,-32.650143,-69.093907,2432.8999999999996,,black
T,-32.650226,-69.093858,2431.6,,black
T,-32.650282,-69.093823,2430.3,,black
T,-32.650338,-69.093789,2428.8999999999996,,black
T,-32.650424,-69.093759,2427.7,,black
T,-32.650524,-69.093746,2426.3999999999996,,black
T,-32.650646,-69.093732,2424.8999999999996,,black
T,-32.650732,-69.093724,2423.6,,black
T,-32.650815,-69.093722,2422.3,,black
T,-32.650921,-69.093696,2421,,black
T,-32.650971,-69.093656,2419.8,,black
T,-32.651012,-69.093615,2418.3999999999996,,black
T,-32.651093,-69.093589,2417.1,,black
T,-32.651172,-69.093581,2416.3,,black
T,-32.651189,-69.093528,2415.7,,black
T,-32.65122,-69.093514,2415.4,,black
T,-32.651226,-69.093468,2415.2,,black
T,-32.651249,-69.093443,2414.7,,black
T,-32.651265,-69.093394,2413.9,,black
T,-32.651303,-69.093354,2412.9,,black
T,-32.651336,-69.093309,2411.8,,black
T,-32.651369,-69.093272,2410.7,,black
T,-32.651389,-69.093222,2409.5,,black
T,-32.651413,-69.093179,2408.1000000000004,,black
T,-32.651451,-69.093148,2406.9,,black
T,-32.651481,-69.093106,2405.7,,black
T,-32.651504,-69.093051,2404.5,,black
T,-32.651517,-69.092962,2403.3,,black
T,-32.65154,-69.09295,2402.5,,black
T,-32.651527,-69.092865,2401.9,,black
T,-32.65157,-69.092822,2400.7,,black
T,-32.651647,-69.092755,2399.4,,black
T,-32.651685,-69.092699,2398.2,,black
T,-32.651799,-69.092689,2397,,black
T,-32.651884,-69.092677,2395.9,,black
T,-32.651964,-69.092644,2394.9,,black
T,-32.652023,-69.092616,2394.3,,black
T,-32.652045,-69.09252,2393.5,,black
T,-32.652131,-69.092497,2392.3,,black
T,-32.65216,-69.092431,2391.3,,black
T,-32.652185,-69.092341,2390.1000000000004,,black
T,-32.652211,-69.092238,2388.6000000000004,,black
T,-32.652227,-69.092121,2387.1000000000004,,black
T,-32.652242,-69.092027,2385.9,,black
T,-32.652247,-69.091934,2384.9,,black
T,-32.652244,-69.091833,2383.8,,black
T,-32.652229,-69.091731,2382.6,,black
T,-32.652198,-69.091667,2381.7,,black
T,-32.652171,-69.091597,2381.1000000000004,,black
T,-32.652191,-69.091537,2380.1000000000004,,black
T,-32.652218,-69.091447,2378.4,,black
T,-32.652245,-69.091392,2376.8,,black
T,-32.652257,-69.091277,2375.2,,black
T,-32.652276,-69.091171,2373.3999999999996,,black
T,-32.652287,-69.091064,2371.6,,black
T,-32.65229,-69.09096,2369.7,,black
T,-32.652275,-69.090876,2368,,black
T,-32.652258,-69.090792,2366.3,,black
T,-32.652248,-69.09072,2364.9,,black
T,-32.652254,-69.090621,2363.6000000000004,,black
T,-32.65227,-69.090515,2362.3,,black
T,-32.652278,-69.090472,2361.5,,black
T,-32.652289,-69.090392,2360.6,,black
T,-32.652308,-69.090299,2359,,black
T,-32.652325,-69.090251,2357.4,,black
T,-32.652335,-69.090197,2356.2,,black
T,-32.652348,-69.09014,2355,,black
T,-32.652351,-69.09003,2353.7,,black
T,-32.652367,-69.089821,2352.3,,black
T,-32.652428,-69.089687,2351,,black
T,-32.652458,-69.089579,2349.3,,black
T,-32.652493,-69.089526,2347.8,,black
T,-32.652516,-69.089476,2346.9,,black
T,-32.652546,-69.089429,2345.9,,black
T,-32.652583,-69.08938,2344.9,,black
T,-32.652619,-69.089331,2343.9,,black
T,-32.652651,-69.089288,2343,,black
T,-32.652685,-69.089248,2342.2,,black
T,-32.652716,-69.089211,2341.3,,black
T,-32.65274,-69.089175,2340.2,,black
T,-32.652758,-69.089105,2338.8999999999996,,black
T,-32.652785,-69.089052,2337.7,,black
T,-32.652817,-69.089016,2336.5,,black
T,-32.652901,-69.089096,2335.5,,black
T,-32.653014,-69.089094,2335.2,,black
T,-32.653159,-69.089085,2335.2,,black
T,-32.653181,-69.089079,2335.3,,black
T,-32.653196,-69.089045,2335.1000000000004,,black
T,-32.653251,-69.088985,2334.2,,black
T,-32.653315,-69.08896,2333,,black
T,-32.653354,-69.088946,2332.4,,black
T,-32.653391,-69.088813,2331.9,,black
T,-32.653448,-69.088819,2331.5,,black
T,-32.653435,-69.088871,2332.1,,black
T,-32.653422,-69.088916,2332.6,,black
T,-32.653403,-69.088948,2332.3999999999996,,black
T,-32.653363,-69.088914,2332.2,,black
T,-32.653355,-69.088882,2331.8999999999996,,black
T,-32.653372,-69.088838,2331,,black
T,-32.653401,-69.088736,2329.9,,black
T,-32.653427,-69.088715,2329,,black
T,-32.653435,-69.088696,2328.3999999999996,,black
T,-32.653441,-69.08866,2327.6,,black
T,-32.653443,-69.088633,2326.4,,black
T,-32.653442,-69.088594,2325.2,,black
T,-32.653445,-69.088563,2324.1,,black
T,-32.653454,-69.088527,2323,,black
T,-32.653468,-69.088495,2322,,black
T,-32.653471,-69.088434,2321.3999999999996,,black
T,-32.653483,-69.088372,2320.5,,black
T,-32.653509,-69.088303,2319.3,,black
T,-32.653552,-69.088282,2318.8,,black
T,-32.653563,-69.088262,2318.1000000000004,,black
T,-32.653574,-69.088241,2317.4,,black
T,-32.653585,-69.088148,2316.5,,black
T,-32.653649,-69.088052,2314.8,,black
T,-32.653698,-69.087962,2313.2,,black
T,-32.653718,-69.087862,2311.7,,black
T,-32.653773,-69.087835,2310.7,,black
T,-32.653776,-69.087807,2310.1000000000004,,black
T,-32.653774,-69.087738,2309.3,,black
T,-32.653762,-69.087661,2308.3,,black
T,-32.653753,-69.087551,2307.2,,black
T,-32.653698,-69.087443,2306,,black
T,-32.653669,-69.087168,2304.3,,black
T,-32.653664,-69.087099,2302.6,,black
T,-32.653675,-69.087027,2301.4,,black
T,-32.653688,-69.086958,2300.2,,black
T,-32.653687,-69.08685,2298.8999999999996,,black
T,-32.653657,-69.086745,2297.6,,black
T,-32.653636,-69.086649,2296.6,,black
T,-32.653651,-69.086606,2296,,black
T,-32.653669,-69.086564,2295.7,,black
T,-32.653692,-69.086471,2295,,black
T,-32.653731,-69.086377,2293.9,,black
T,-32.653764,-69.086332,2293.3,,black
T,-32.653774,-69.08621,2292.6,,black
T,-32.65379,-69.086124,2291.5,,black
T,-32.653813,-69.086027,2290,,black
T,-32.65384,-69.085976,2288.3,,black
T,-32.653852,-69.085924,2286.8999999999996,,black
T,-32.653862,-69.085873,2285.7,,black
T,-32.653868,-69.085821,2284.7,,black
T,-32.653874,-69.085778,2283.7,,black
T,-32.653883,-69.085722,2282.6,,black
T,-32.6539,-69.085687,2281.4,,black
T,-32.65392,-69.085597,2279.8,,black
T,-32.653929,-69.085505,2278,,black
T,-32.653929,-69.085457,2276.6,,black
T,-32.65392,-69.085417,2275.4,,black
T,-32.653908,-69.085406,2274.6000000000004,,black
T,-32.6539,-69.085367,2273.9,,black
T,-32.653894,-69.085312,2272.8,,black
T,-32.653891,-69.085272,2271.6,,black
T,-32.653894,-69.085219,2270.3,,black
T,-32.653891,-69.085022,2269,,black
T,-32.653879,-69.084966,2267.8,,black
T,-32.653877,-69.084915,2266.6,,black
T,-32.653871,-69.084814,2265.2,,black
T,-32.653833,-69.084774,2263.9,,black
T,-32.653802,-69.084737,2262.8,,black
T,-32.653761,-69.084667,2261.2,,black
T,-32.653663,-69.084625,2259.6,,black
T,-32.653614,-69.084584,2258.1,,black
T,-32.653574,-69.084551,2256.6,,black
T,-32.65354,-69.084493,2255.1,,black
T,-32.65349,-69.084461,2253.5,,black
T,-32.653437,-69.08443,2252.1000000000004,,black
T,-32.65337,-69.084361,2251,,black
T,-32.653278,-69.084344,2250.3999999999996,,black
T,-32.65326,-69.084269,2249.3,,black
T,-32.653216,-69.084172,2247.3,,black
T,-32.653168,-69.084066,2245.3999999999996,,black
T,-32.653128,-69.084016,2243.8,,black
T,-32.653108,-69.08398,2242.5,,black
T,-32.653078,-69.083881,2242.1,,black
T,-32.652971,-69.083839,2241.6,,black
T,-32.652945,-69.083801,2240.6,,black
