type,latitude,longitude,alt,name,color
T,-32.652911,-69.083764,2239.8,,black
T,-32.652868,-69.083718,2238.9,,black
T,-32.652823,-69.083669,2237.7,,black
T,-32.652781,-69.08363,2236.5,,black
T,-32.652733,-69.083509,2235,,black
T,-32.652559,-69.083452,2233.5,,black
T,-32.652502,-69.083387,2232.4,,black
T,-32.652447,-69.083276,2230.6000000000004,,black
T,-32.652342,-69.083231,2228.8,,black
T,-32.65229,-69.083184,2227.6,,black
T,-32.652236,-69.083125,2226.6,,black
T,-32.652194,-69.083071,2225.5,,black
T,-32.652159,-69.083021,2224.4,,black
T,-32.652118,-69.08296,2223.8,,black
T,-32.652085,-69.082892,2222.8999999999996,,black
T,-32.65207,-69.082736,2221.3999999999996,,black
T,-32.652071,-69.082659,2219.8999999999996,,black
T,-32.652072,-69.082597,2218.3999999999996,,black
T,-32.65206,-69.082536,2217.1,,black
T,-32.652062,-69.082488,2216.3,,black
T,-32.652084,-69.082436,2215.6,,black
T,-32.652105,-69.082377,2214.7,,black
T,-32.652108,-69.08226,2213.5,,black
T,-32.652094,-69.082206,2212.3,,black
T,-32.652079,-69.082145,2211.4,,black
T,-32.652072,-69.082087,2210.7,,black
T,-32.652076,-69.082021,2209.9,,black
T,-32.652125,-69.082003,2209.3,,black
T,-32.65217,-69.081958,2208.2,,black
T,-32.652246,-69.081936,2206.6,,black
T,-32.652265,-69.081903,2205.6,,black
T,-32.652273,-69.081889,2205,,black
T,-32.652278,-69.081841,2204.3,,black
T,-32.652301,-69.081814,2203.2,,black
T,-32.652319,-69.081776,2202.5,,black
T,-32.652339,-69.081719,2202.2,,black
T,-32.65239,-69.081681,2201.7,,black
T,-32.652429,-69.081637,2200.8,,black
T,-32.652467,-69.081562,2199.5,,black
T,-32.652516,-69.081507,2198.1000000000004,,black
T,-32.652546,-69.081396,2196.8,,black
T,-32.652589,-69.081324,2195.2,,black
T,-32.65264,-69.081276,2193.3,,black
T,-32.652716,-69.081248,2192,,black
T,-32.652738,-69.08121,2191.1,,black
T,-32.65276,-69.081114,2189.7,,black
T,-32.652804,-69.081057,2188.3,,black
T,-32.652813,-69.081,2187.3,,black
T,-32.652808,-69.08094,2186.3,,black
T,-32.652788,-69.080808,2184.8,,black
T,-32.652745,-69.080739,2183.6000000000004,,black
T,-32.652733,-69.080595,2182.6000000000004,,black
T,-32.652739,-69.080524,2181.3,,black
T,-32.652743,-69.08045,2180,,black
T,-32.652743,-69.080368,2178.3999999999996,,black
T,-32.652747,-69.08029,2177.2,,black
T,-32.652764,-69.080215,2176.4,,black
T,-32.652783,-69.080143,2175.6,,black
T,-32.652792,-69.080077,2174.8999999999996,,black
T,-32.652796,-69.080008,2174,,black
T,-32.652797,-69.07994,2173,,black
T,-32.652805,-69.079883,2172.3,,black
T,-32.652814,-69.079827,2171.6,,black
T,-32.652808,-69.079771,2170.8,,black
T,-32.652792,-69.079633,2169.8,,black
T,-32.652729,-69.079523,2168.3,,black
T,-32.652657,-69.079446,2166.6000000000004,,black
T,-32.652563,-69.079401,2165.3,,black
T,-32.652525,-69.079338,2164.4,,black
T,-32.652503,-69.079271,2163.2,,black
T,-32.652476,-69.079009,2161.5,,black
T,-32.652383,-69.07891,2159.3999999999996,,black
T,-32.652357,-69.078824,2157.3999999999996,,black
T,-32.65233,-69.078705,2156.1,,black
T,-32.652306,-69.078653,2155.5,,black
T,-32.652304,-69.07854,2155.1000000000004,,black
T,-32.652288,-69.078335,2154.3,,black
T,-32.652248,-69.078268,2153.1000000000004,,black
T,-32.652242,-69.07821,2152,,black
T,-32.652235,-69.078159,2151.3,,black
T,-32.652222,-69.078102,2150.5,,black
T,-32.652218,-69.078036,2149.5,,black
T,-32.652219,-69.077979,2148.4,,black
T,-32.652225,-69.077919,2147.1000000000004,,black
T,-32.652225,-69.077855,2145.9,,black
T,-32.652219,-69.077785,2144.8,,black
T,-32.652213,-69.077715,2143.6,,black
T,-32.652215,-69.077598,2142.3,,black
T,-32.652198,-69.077524,2141.6,,black
T,-32.652159,-69.077451,2141.3999999999996,,black
T,-32.652096,-69.077418,2140.8,,black
T,-32.652045,-69.077383,2139.7,,black
T,-32.651992,-69.077347,2138.2,,black
T,-32.651932,-69.077312,2136.7,,black
T,-32.651873,-69.077284,2135.4,,black
T,-32.651809,-69.077224,2134.2,,black
T,-32.651697,-69.077179,2133.1,,black
T,-32.65166,-69.077001,2132.3999999999996,,black
T,-32.651556,-69.076935,2131.6,,black
T,-32.651517,-69.076815,2130.5,,black
T,-32.651434,-69.076709,2129.5,,black
T,-32.651354,-69.076638,2128.8,,black
T,-32.651323,-69.076563,2127.8999999999996,,black
T,-32.651294,-69.076446,2126.3,,black
T,-32.651226,-69.076307,2125.6000000000004,,black
T,-32.651172,-69.076228,2124.9,,black
T,-32.651161,-69.076155,2123.3,,black
T,-32.651167,-69.076086,2121.8999999999996,,black
T,-32.651176,-69.075947,2121,,black
T,-32.651188,-69.075871,2120.4,,black
T,-32.65118,-69.075719,2119.2,,black
T,-32.651159,-69.075659,2118.3,,black
T,-32.651165,-69.075462,2117.8,,black
T,-32.651242,-69.075292,2117.3,,black
T,-32.651223,-69.074958,2117.2,,black
T,-32.651283,-69.074887,2116.7,,black
T,-32.651357,-69.074846,2115.7,,black
T,-32.651393,-69.074794,2114.8,,black
T,-32.651426,-69.074735,2113.5,,black
T,-32.651453,-69.074668,2112,,black
T,-32.651479,-69.074601,2110.5,,black
T,-32.651508,-69.074546,2108.8,,black
T,-32.651535,-69.074504,2107.2,,black
T,-32.651556,-69.074451,2105.5,,black
T,-32.651583,-69.074404,2103.8,,black
T,-32.651607,-69.074319,2102.4,,black
T,-32.65163,-69.07428,2101.3,,black
T,-32.651653,-69.074238,2100.3,,black
T,-32.651682,-69.074186,2099,,black
T,-32.651701,-69.074136,2097.7,,black
T,-32.651721,-69.074054,2096.6,,black
T,-32.651764,-69.074005,2095.5,,black
T,-32.651783,-69.073889,2094.1,,black
T,-32.6518,-69.073822,2092.8,,black
T,-32.651808,-69.073761,2091.9,,black
T,-32.651811,-69.073706,2090.7,,black
T,-32.651801,-69.073652,2089.3,,black
T,-32.651783,-69.073525,2087.8,,black
T,-32.651725,-69.073399,2086.1,,black
T,-32.651662,-69.073341,2084.6,,black
T,-32.651621,-69.073288,2083.6,,black
T,-32.651574,-69.073249,2082.8999999999996,,black
T,-32.651523,-69.07322,2082.6,,black
T,-32.651474,-69.073168,2082.6,,black
T,-32.651379,-69.073064,2082.5,,black
T,-32.651329,-69.072918,2081.4,,black
T,-32.651318,-69.072845,2079.7,,black
T,-32.6513,-69.072703,2078.8,,black
T,-32.651257,-69.072479,2078.1,,black
T,-32.651226,-69.072331,2076.8999999999996,,black
T,-32.651245,-69.072207,2076.1,,black
T,-32.651267,-69.072084,2075.3,,black
T,-32.65129,-69.072011,2074,,black
T,-32.651298,-69.071833,2072.2,,black
T,-32.651305,-69.071741,2070.4,,black
T,-32.651321,-69.071657,2069,,black
T,-32.651335,-69.071582,2067.8,,black
T,-32.651328,-69.07151,2067.2,,black
T,-32.65132,-69.071438,2066.9,,black
T,-32.651323,-69.071316,2067.4,,black
T,-32.651355,-69.07122,2067.3,,black
T,-32.651417,-69.071115,2066.3,,black
T,-32.651462,-69.07107,2065.6,,black
T,-32.651491,-69.071027,2064.6,,black
T,-32.651515,-69.070982,2063.4,,black
T,-32.651529,-69.070918,2062,,black
T,-32.651522,-69.070846,2060.6,,black
T,-32.651509,-69.070691,2059.6,,black
T,-32.651499,-69.070619,2058.7,,black
T,-32.651515,-69.070554,2058,,black
T,-32.651537,-69.070411,2057,,black
T,-32.65156,-69.070257,2055.6,,black
T,-32.651554,-69.070179,2054.5,,black
T,-32.651558,-69.07011,2053.4,,black
T,-32.651562,-69.070054,2052.3,,black
T,-32.651553,-69.069869,2051.4,,black
T,-32.651454,-69.069797,2050.8,,black
T,-32.651417,-69.069644,2049.8999999999996,,black
T,-32.65134,-69.06957,2048.5,,black
T,-32.651308,-69.069503,2047.1999999999998,,black
T,-32.651274,-69.069445,2046,,black
T,-32.651233,-69.069327,2044.9,,black
T,-32.651166,-69.069143,2043.7,,black
T,-32.651088,-69.069017,2042.3,,black
T,-32.651046,-69.068765,2041.6999999999998,,black
T,-32.650948,-69.068559,2041.1,,black
T,-32.650902,-69.068499,2039.8000000000002,,black
T,-32.6509,-69.068438,2038.9,,black
T,-32.650893,-69.068377,2038.1999999999998,,black
T,-32.650879,-69.068324,2037.1999999999998,,black
T,-32.650859,-69.068225,2036,,black
T,-32.650829,-69.068169,2035.1,,black
T,-32.650826,-69.068112,2034.1999999999998,,black
T,-32.650818,-69.067977,2032.5,,black
T,-32.6508,-69.067787,2030.9,,black
T,-32.650734,-69.067742,2029.9,,black
T,-32.650722,-69.067698,2029.1,,black
T,-32.6507,-69.067588,2028.4,,black
T,-32.650683,-69.067528,2027.4,,black
T,-32.650697,-69.067465,2026.6,,black
T,-32.650701,-69.0674,2026.1,,black
T,-32.650696,-69.067339,2025.4,,black
T,-32.650679,-69.067279,2024.8,,black
T,-32.650664,-69.067222,2024.4,,black
T,-32.650669,-69.067047,2023.7,,black
T,-32.650713,-69.066987,2022.6,,black
T,-32.65073,-69.066953,2021.8,,black
T,-32.650769,-69.066935,2021.3,,black
T,-32.650811,-69.066917,2020.6,,black
T,-32.650842,-69.066889,2019.7,,black
T,-32.650868,-69.066858,2018.7,,black
T,-32.650883,-69.066831,2017.9,,black
T,-32.650882,-69.066735,2017.1999999999998,,black
T,-32.650845,-69.066578,2016.4,,black
T,-32.650873,-69.066534,2015.7,,black
T,-32.650892,-69.066385,2015,,black
T,-32.650994,-69.066302,2013.6,,black
T,-32.651095,-69.066199,2012,,black
T,-32.651115,-69.066077,2011.3000000000002,,black
T,-32.651136,-69.065936,2010.1,,black
T,-32.651162,-69.065823,2008.3,,black
T,-32.651201,-69.065762,2007,,black
T,-32.651223,-69.065639,2005.8000000000002,,black
T,-32.651271,-69.065585,2005,,black
T,-32.651301,-69.065483,2004.3,,black
T,-32.651366,-69.065276,2003.1,,black
T,-32.651418,-69.065129,2001.8000000000002,,black
T,-32.651475,-69.064893,2000.3000000000002,,black
T,-32.651569,-69.064736,1998.8000000000002,,black
T,-32.651626,-69.064621,1997.3000000000002,,black
T,-32.651708,-69.064503,1995.8000000000002,,black
T,-32.651752,-69.064372,1994.2,,black
T,-32.651788,-69.064275,1992.6,,black
T,-32.651864,-69.064179,1991.7,,black
T,-32.651961,-69.064116,1990.7,,black
T,-32.652,-69.063992,1989,,black
T,-32.652085,-69.063781,1987.5,,black
T,-32.652257,-69.063602,1986,,black
T,-32.652402,-69.063544,1984.5,,black
T,-32.65246,-69.06343,1983,,black
T,-32.652583,-69.063316,1981.1,,black
T,-32.652688,-69.063196,1979.8000000000002,,black
T,-32.652784,-69.063138,1979.1,,black
T,-32.652834,-69.063007,1978.1,,black
T,-32.65294,-69.062902,1976.5,,black
T,-32.653074,-69.062802,1974.8,,black
T,-32.653219,-69.062684,1973.5,,black
T,-32.653361,-69.062573,1972,,black
T,-32.653502,-69.062477,1970,,black
T,-32.653616,-69.062352,1968.5,,black
T,-32.653675,-69.062271,1967.9,,black
T,-32.653693,-69.062093,1967.3,,black
T,-32.653727,-69.06191,1966.1,,black
T,-32.653755,-69.061823,1964.8000000000002,,black
T,-32.653756,-69.061673,1963.1,,black
T,-32.653771,-69.061515,1961.4,,black
T,-32.653766,-69.061358,1960.3,,black
T,-32.653767,-69.061278,1959.6,,black
T,-32.653779,-69.061201,1959.3000000000002,,black
T,-32.653799,-69.061073,1958.4,,black
T,-32.653862,-69.060958,1956.6999999999998,,black
T,-32.653989,-69.060819,1955.4,,black
T,-32.654081,-69.060765,1954.6,,black
T,-32.654087,-69.060707,1954.1,,black
T,-32.654077,-69.060577,1953.5,,black
T,-32.654053,-69.06045,1952.6,,black
T,-32.654077,-69.060389,1951.9,,black
T,-32.6541,-69.06032,1951.1999999999998,,black
T,-32.654118,-69.060248,1950.1999999999998,,black
T,-32.654127,-69.060096,1949.5,,black
T,-32.654138,-69.060019,1949,,black
T,-32.654143,-69.059943,1948.1,,black
T,-32.654151,-69.05987,1947.5,,black
T,-32.654165,-69.059794,1947.3000000000002,,black
T,-32.654174,-69.059631,1946.4,,black
T,-32.654185,-69.059478,1944.6999999999998,,black
T,-32.654195,-69.059345,1943.1,,black
T,-32.65421,-69.059203,1942.2,,black
T,-32.654189,-69.059052,1941.5,,black
T,-32.654136,-69.058973,1940.4,,black
T,-32.654111,-69.058889,1939.3,,black
T,-32.654085,-69.058629,1938.1999999999998,,black
T,-32.653998,-69.058455,1937,,black
T,-32.653939,-69.058371,1936,,black
T,-32.65392,-69.05829,1935.3,,black
T,-32.653912,-69.058038,1934.4,,black
T,-32.653891,-69.057851,1933.1999999999998,,black
T,-32.653876,-69.057673,1931.8,,black
T,-32.65388,-69.057413,1930.4,,black
T,-32.653956,-69.057232,1928.6999999999998,,black
T,-32.654012,-69.057147,1926.8,,black
T,-32.654042,-69.057062,1925.7,,black
T,-32.654063,-69.056897,1925.2,,black
T,-32.654106,-69.056732,1924.2,,black
T,-32.654164,-69.056597,1922.8000000000002,,black
T,-32.654262,-69.056541,1921.4,,black
T,-32.654319,-69.056483,1920,,black
T,-32.654363,-69.056386,1918.9,,black
T,-32.654375,-69.056273,1918.5,,black
T,-32.654375,-69.05621,1918.3,,black
T,-32.654387,-69.056145,1917.5,,black
T,-32.654402,-69.056107,1916.7,,black
T,-32.654428,-69.056067,1916.1,,black
T,-32.654479,-69.05603,1915.5,,black
T,-32.654494,-69.055938,1915,,black
T,-32.654523,-69.05585,1914.5,,black
T,-32.654521,-69.055509,1914.3000000000002,,black
T,-32.654514,-69.055394,1913.8000000000002,,black
T,-32.654564,-69.055326,1912.6,,black
T,-32.654598,-69.055251,1911.4,,black
T,-32.654634,-69.055175,1910.3,,black
T,-32.654666,-69.055038,1909.1999999999998,,black
T,-32.654703,-69.054898,1908.6999999999998,,black
T,-32.654721,-69.054716,1907.9,,black
T,-32.654735,-69.054585,1906.5,,black
T,-32.65477,-69.054431,1905.4,,black
T,-32.654816,-69.054242,1904.1,,black
T,-32.654896,-69.054166,1902.9,,black
T,-32.654918,-69.054095,1901.7,,black
T,-32.65493,-69.054028,1900.4,,black
T,-32.654937,-69.053965,1899.8,,black
T,-32.654952,-69.053854,1899.3,,black
T,-32.654993,-69.053695,1898.1999999999998,,black
T,-32.655022,-69.053552,1897.6,,black
T,-32.655079,-69.053476,1897,,black
T,-32.655119,-69.053351,1895.8000000000002,,black
T,-32.655173,-69.053298,1894.6,,black
T,-32.655197,-69.053187,1893.7,,black
T,-32.655244,-69.053132,1893.1,,black
T,-32.655262,-69.05308,1892.6,,black
T,-32.655275,-69.05298,1892,,black
T,-32.655297,-69.052778,1891.1,,black
T,-32.655354,-69.052692,1890.5,,black
T,-32.655394,-69.052533,1889.9,,black
T,-32.655528,-69.05237,1889.3000000000002,,black
T,-32.655584,-69.052321,1888.6,,black
T,-32.655564,-69.052258,1887.5,,black
T,-32.655555,-69.052193,1886.6,,black
T,-32.655553,-69.052115,1886,,black
T,-32.655539,-69.052037,1885.4,,black
T,-32.655513,-69.051959,1884.6,,black
T,-32.655477,-69.051886,1883.7,,black
T,-32.655437,-69.051756,1882.3000000000002,,black
T,-32.655354,-69.051597,1880.9,,black
T,-32.655222,-69.05151,1879.9,,black
T,-32.655165,-69.051471,1879.3000000000002,,black
T,-32.655135,-69.05139,1878.6,,black
T,-32.655066,-69.051244,1877.5,,black
T,-32.654958,-69.051104,1876.4,,black
T,-32.654865,-69.050961,1875.1999999999998,,black
T,-32.654795,-69.050851,1874.1999999999998,,black
T,-32.654743,-69.050813,1873.6999999999998,,black
T,-32.654716,-69.050695,1872.9,,black
T,-32.654628,-69.050584,1871.5,,black
T,-32.654508,-69.050503,1870.1999999999998,,black
T,-32.654423,-69.050411,1868.9,,black
T,-32.654328,-69.050317,1867.6,,black
T,-32.654227,-69.05027,1866.4,,black
T,-32.653974,-69.050305,1865.1999999999998,,black
T,-32.653758,-69.050332,1864.1,,black
T,-32.653603,-69.050338,1863.4,,black
T,-32.653549,-69.050348,1862.9,,black
T,-32.653495,-69.050367,1862,,black
T,-32.653383,-69.050382,1860.9,,black
T,-32.653196,-69.050389,1860.1,,black
T,-32.653105,-69.050378,1859.4,,black
T,-32.652964,-69.050354,1858.6,,black
T,-32.652776,-69.050339,1857.8000000000002,,black
T,-32.652724,-69.050271,1856.9,,black
T,-32.652472,-69.05024,1855.8000000000002,,black
T,-32.652378,-69.050195,1854.6,,black
T,-32.652277,-69.050187,1853.4,,black
T,-32.652188,-69.050318,1852.6999999999998,,black
T,-32.65222,-69.050286,1852.1999999999998,,black
T,-32.652118,-69.050278,1851.5,,black
T,-32.652105,-69.050233,1852,,black
T,-32.651897,-69.050244,1853.1999999999998,,black
T,-32.651879,-69.050229,1853.6999999999998,,black
T,-32.651855,-69.05017,1853.1,,black
T,-32.651712,-69.050143,1852.5,,black
T,-32.651669,-69.04999,1851.7,,black
T,-32.651463,-69.049949,1850.4,,black
T,-32.651411,-69.049907,1849.6999999999998,,black
T,-32.651357,-69.049814,1849.3,,black
T,-32.65124,-69.04978,1848.6,,black
T,-32.651173,-69.04976,1847.7,,black
T,-32.651096,-69.049746,1846.8000000000002,,black
T,-32.651018,-69.049726,1846.4,,black
T,-32.650941,-69.049706,1845.9,,black
T,-32.65078,-69.049699,1844.8000000000002,,black
T,-32.650707,-69.049701,1843.9,,black
T,-32.650636,-69.049727,1843.4,,black
T,-32.650487,-69.049739,1842.7,,black
T,-32.650341,-69.049718,1841.9,,black
T,-32.650197,-69.049694,1841.1,,black
T,-32.650047,-69.049747,1840,,black
T,-32.649895,-69.049816,1838.8000000000002,,black
T,-32.64975,-69.049966,1838.1,,black
T,-32.649479,-69.050051,1837.5,,black
T,-32.649361,-69.050084,1837,,black
T,-32.649297,-69.050119,1836.4,,black
T,-32.649236,-69.050135,1835.4,,black
T,-32.649176,-69.050129,1834.9,,black
T,-32.649064,-69.050136,1834.8,,black
T,-32.649008,-69.05016,1834,,black
T,-32.648818,-69.050159,1833.1,,black
T,-32.648746,-69.050115,1832.6,,black
T,-32.648536,-69.050077,1831.7,,black
T,-32.648475,-69.050029,1830.9,,black
T,-32.648415,-69.04998,1830.1999999999998,,black
T,-32.648361,-69.049932,1829.6,,black
T,-32.648315,-69.049883,1829,,black
T,-32.648273,-69.049834,1828.4,,black
T,-32.648239,-69.04973,1828.4,,black
T,-32.648187,-69.049613,1828.1999999999998,,black
T,-32.648152,-69.049553,1827.6,,black
T,-32.64815,-69.049493,1827.4,,black
T,-32.648166,-69.049306,1827.3000000000002,,black
T,-32.648233,-69.049163,1826.8000000000002,,black
T,-32.648268,-69.049086,1825.7,,black
T,-32.648284,-69.048925,1824.8,,black
T,-32.648305,-69.04876,1824.1999999999998,,black
T,-32.648328,-69.048675,1823.6,,black
T,-32.64835,-69.048513,1823,,black
T,-32.64841,-69.048365,1822.1,,black
T,-32.648483,-69.048299,1821.1,,black
T,-32.648532,-69.048237,1820,,black
T,-32.648586,-69.048174,1818.8000000000002,,black
T,-32.648642,-69.048107,1817.8000000000002,,black
T,-32.648692,-69.04804,1817.1,,black
T,-32.648738,-69.047757,1816.1999999999998,,black
T,-32.648921,-69.047623,1815.1999999999998,,black
T,-32.649008,-69.047576,1814.6999999999998,,black
T,-32.649026,-69.047524,1814.6,,black
T,-32.649041,-69.047351,1814.3,,black
T,-32.649079,-69.047164,1813.7,,black
T,-32.649105,-69.046894,1812.7,,black
T,-32.649136,-69.046821,1811.5,,black
T,-32.649139,-69.046748,1810.4,,black
T,-32.649141,-69.046193,1809.1,,black
T,-32.649166,-69.046015,1807.7,,black
T,-32.649187,-69.045665,1806.3,,black
T,-32.649231,-69.045479,1805,,black
T,-32.64924,-69.045293,1803.6,,black
T,-32.649244,-69.045103,1802,,black
T,-32.649249,-69.045004,1800.9,,black
T,-32.649243,-69.044912,1800,,black
T,-32.649225,-69.044828,1798.9,,black
T,-32.649192,-69.044752,1797.7,,black
T,-32.649146,-69.044604,1796.3,,black
T,-32.649047,-69.044191,1794.8,,black
T,-32.64875,-69.044108,1793.4,,black
T,-32.648684,-69.044024,1792.3,,black
T,-32.648618,-69.043949,1791.1,,black
T,-32.648557,-69.043759,1789.9,,black
T,-32.648413,-69.043655,1788.8000000000002,,black
T,-32.648331,-69.043496,1787.3000000000002,,black
T,-32.648195,-69.043388,1785.5,,black
T,-32.648101,-69.043142,1784,,black
T,-32.647918,-69.042929,1782.6,,black
T,-32.647688,-69.042886,1781,,black
T,-32.647626,-69.042765,1779.4,,black
T,-32.647428,-69.042681,1778,,black
T,-32.647287,-69.042572,1776.8000000000002,,black
T,-32.64707,-69.04252,1776,,black
T,-32.646933,-69.042464,1775.4,,black
T,-32.646621,-69.042424,1775,,black
T,-32.646421,-69.042341,1774.5,,black
T,-32.646241,-69.042281,1773.3,,black
T,-32.646109,-69.042247,1772,,black
T,-32.646037,-69.042212,1770.4,,black
T,-32.64596,-69.042173,1768.8000000000002,,black
T,-32.645878,-69.042135,1767.7,,black
T,-32.645791,-69.042061,1766.5,,black
T,-32.645612,-69.041985,1765,,black
T,-32.645432,-69.041872,1763.6,,black
T,-32.64517,-69.041766,1762.3,,black
T,-32.644928,-69.04167,1760.8,,black
T,-32.644694,-69.041616,1759.4,,black
T,-32.644531,-69.041557,1757.6999999999998,,black
T,-32.644359,-69.041489,1756,,black
T,-32.644182,-69.041424,1754.3000000000002,,black
T,-32.644001,-69.041355,1752.4,,black
T,-32.643813,-69.041282,1750.6999999999998,,black
T,-32.643632,-69.041207,1749.1999999999998,,black
T,-32.643464,-69.040863,1748,,black
T,-32.64295,-69.040745,1746.7,,black
T,-32.642758,-69.040664,1745.4,,black
T,-32.642623,-69.040507,1744.5,,black
T,-32.642439,-69.040378,1743.9,,black
T,-32.642341,-69.04024,1742.9,,black
T,-32.642251,-69.040031,1741.6,,black
T,-32.642113,-69.039892,1740,,black
T,-32.642014,-69.039825,1738.2,,black
T,-32.641962,-69.039766,1736.8000000000002,,black
T,-32.641904,-69.039706,1736,,black
T,-32.641848,-69.039533,1735.3,,black
T,-32.641672,-69.039358,1734.1,,black
T,-32.641475,-69.039242,1732.7,,black
T,-32.641334,-69.039183,1731.8,,black
T,-32.641269,-69.039119,1731.1999999999998,,black
T,-32.641209,-69.03905,1730.3,,black
T,-32.641152,-69.038973,1729.3,,black
T,-32.641108,-69.038795,1727.8,,black
T,-32.641066,-69.038097,1726.4,,black
T,-32.641015,-69.038008,1725.5,,black
T,-32.641009,-69.037832,1724.5,,black
T,-32.64098,-69.037655,1723.4,,black
T,-32.640933,-69.03757,1722,,black
T,-32.640905,-69.037492,1720.6,,black
T,-32.640871,-69.037354,1719.5,,black
T,-32.64078,-69.037169,1719,,black
T,-32.640631,-69.037106,1719.6,,black
T,-32.640594,-69.036977,1720.4,,black
T,-32.640542,-69.036766,1719.8,,black
T,-32.640484,-69.036621,1718.3,,black
T,-32.640436,-69.036475,1717.5,,black
T,-32.64039,-69.036322,1716.9,,black
T,-32.64036,-69.035991,1715.8000000000002,,black
T,-32.640293,-69.035943,1715.1,,black
T,-32.640276,-69.035608,1715.2,,black
T,-32.640199,-69.035489,1714.8000000000002,,black
T,-32.640201,-69.035416,1713.6,,black
T,-32.640204,-69.035338,1712.9,,black
T,-32.6402,-69.035182,1711.6999999999998,,black
T,-32.640159,-69.03492,1709.9,,black
T,-32.640082,-69.034829,1708.4,,black
T,-32.640056,-69.034734,1707,,black
T,-32.640028,-69.034441,1705.6,,black
T,-32.639966,-69.034259,1704.1999999999998,,black
T,-32.639931,-69.03417,1703.1999999999998,,black
T,-32.639904,-69.034082,1702.5,,black
T,-32.639867,-69.033995,1701.7,,black
T,-32.639825,-69.033905,1700.4,,black
T,-32.639781,-69.033812,1699,,black
T,-32.639739,-69.033637,1697.8000000000002,,black
T,-32.639642,-69.033409,1696.6,,black
T,-32.639448,-69.033331,1695.2,,black
T,-32.63938,-69.033171,1693.5,,black
T,-32.639243,-69.033015,1691.9,,black
T,-32.639107,-69.032855,1690.5,,black
T,-32.638975,-69.032612,1689.1,,black
T,-32.638793,-69.032387,1687.8000000000002,,black
T,-32.638608,-69.03225,1686.7,,black
T,-32.638479,-69.032111,1685.2,,black
T,-32.638343,-69.032037,1683.7,,black
T,-32.638271,-69.031961,1682.2,,black
T,-32.638197,-69.031881,1680.7,,black
T,-32.638124,-69.031723,1679.5,,black
T,-32.637979,-69.031446,1679.5,,black
T,-32.637719,-69.031216,1679.1,,black
T,-32.63749,-69.031162,1677.3,,black
T,-32.637428,-69.031105,1676,,black
T,-32.637363,-69.031046,1674.7,,black
T,-32.637296,-69.030983,1673.5,,black
T,-32.637224,-69.030845,1672,,black
T,-32.637074,-69.030499,1670.4,,black
T,-32.636715,-69.03036,1669,,black
T,-32.636583,-69.030289,1667.6,,black
T,-32.636521,-69.030152,1666.3,,black
T,-32.636396,-69.030012,1664.9,,black
T,-32.636272,-69.02987,1663.3000000000002,,black
T,-32.636146,-69.029588,1661.6,,black
T,-32.635907,-69.029357,1659.8,,black
T,-32.635754,-69.029119,1658.1999999999998,,black
T,-32.635623,-69.028658,1656.8,,black
T,-32.635392,-69.028367,1654.9,,black
T,-32.635238,-69.028067,1653,,black
T,-32.635079,-69.027842,1651.6,,black
T,-32.634958,-69.027696,1650.1,,black
T,-32.634877,-69.027189,1648.3000000000002,,black
T,-32.634586,-69.027047,1646.7,,black
T,-32.634504,-69.026905,1645.3,,black
T,-32.634417,-69.026832,1644,,black
T,-32.634372,-69.026689,1642.5,,black
T,-32.634277,-69.026403,1641.1,,black
T,-32.634068,-69.02627,1640,,black
T,-32.633974,-69.026203,1639.2,,black
T,-32.633942,-69.026128,1638.7,,black
T,-32.633923,-69.025975,1638,,black
T,-32.633889,-69.025834,1637.6,,black
T,-32.633857,-69.025763,1637,,black
T,-32.633848,-69.025459,1636.5,,black
T,-32.633811,-69.025175,1635.8,,black
T,-32.633754,-69.02499,1634.5,,black
T,-32.633685,-69.024865,1633.2,,black
T,-32.63362,-69.024506,1631.9,,black
T,-32.633427,-69.024447,1631.1,,black
T,-32.633397,-69.024385,1630.4,,black
T,-32.633365,-69.024257,1629.3,,black
T,-32.633299,-69.023841,1628,,black
T,-32.633067,-69.023647,1626.8000000000002,,black
T,-32.632951,-69.023515,1625.6,,black
T,-32.632872,-69.023381,1624.4,,black
T,-32.632791,-69.02325,1623.1,,black
T,-32.632708,-69.023192,1622,,black
T,-32.632667,-69.023144,1621.1999999999998,,black
T,-32.632618,-69.023106,1620.3,,black
T,-32.632561,-69.02308,1619,,black
T,-32.632423,-69.023051,1618.5,,black
T,-32.632295,-69.023025,1619,,black
T,-32.632248,-69.022987,1619.1,,black
T,-32.632206,-69.022712,1619.1,,black
T,-32.631988,-69.022591,1618.7,,black
T,-32.631928,-69.022232,1617.6,,black
T,-32.6318,-69.022018,1616.4,,black
T,-32.631757,-69.021943,1615.6999999999998,,black
T,-32.63175,-69.021637,1614.9,,black
T,-32.631722,-69.021475,1613.6,,black
T,-32.631717,-69.021394,1612.5,,black
T,-32.63171,-69.021139,1611.2,,black
T,-32.631674,-69.020781,1609.4,,black
T,-32.631581,-69.02069,1607.8000000000002,,black
T,-32.631551,-69.02051,1606.5,,black
T,-32.63149,-69.020325,1605,,black
T,-32.631432,-69.020143,1603.6,,black
T,-32.631377,-69.019941,1602.6,,black
T,-32.63133,-69.019837,1601.7,,black
T,-32.631335,-69.019733,1600.6,,black
T,-32.631353,-69.019633,1600,,black
T,-32.631382,-69.019444,1599.4,,black
T,-32.631443,-69.019097,1598.9,,black
