type	time	latitude	longitude	altitude (m)	name	desc
T	2019-12-27 17:07:48	-32.941641000	-69.200649000	1445.4		
T	2019-12-27 17:07:50	-32.941629000	-69.200665000	1445.0		
T	2019-12-27 17:07:53	-32.941599000	-69.200716000	1444.4		
T	2019-12-27 17:07:59	-32.941464000	-69.200941000	1443.0		
T	2019-12-27 17:08:01	-32.941397000	-69.201055000	1442.2		
T	2019-12-27 17:08:02	-32.941350000	-69.201112000	1441.2		
T	2019-12-27 17:08:03	-32.941289000	-69.201158000	1441.4		
T	2019-12-27 17:08:05	-32.941130000	-69.201198000	1439.4		
T	2019-12-27 17:08:07	-32.940980000	-69.201226000	1438.6		
T	2019-12-27 17:08:09	-32.940901000	-69.201335000	1438.2		
T	2019-12-27 17:08:11	-32.940885000	-69.201459000	1437.4		
T	2019-12-27 17:08:12	-32.940890000	-69.201511000	1437.0		
T	2019-12-27 17:08:19	-32.940986000	-69.201649000	1438.2		
T	2019-12-27 17:08:25	-32.941051000	-69.201747000	1439.4		
T	2019-12-27 17:08:26	-32.941058000	-69.201768000	1440.6		
T	2019-12-27 17:08:28	-32.941062000	-69.201818000	1441.6		
T	2019-12-27 17:08:44	-32.940723000	-69.202084000	1442.8		
T	2019-12-27 17:08:51	-32.940570000	-69.202161000	1444.2		
T	2019-12-27 17:09:00	-32.940389000	-69.202300000	1445.2		
T	2019-12-27 17:09:17	-32.940190000	-69.202335000	1446.4		
T	2019-12-27 17:09:21	-32.940195000	-69.202324000	1445.4		
T	2019-12-27 17:10:06	-32.940179000	-69.202309000	1446.4		
T	2019-12-27 17:10:13	-32.940140000	-69.202307000	1445.8		
T	2019-12-27 17:10:31	-32.939695000	-69.202501000	1447.6		
T	2019-12-27 17:10:36	-32.939545000	-69.202597000	1446.2		
T	2019-12-27 17:10:41	-32.939533000	-69.202604000	1447.4		
T	2019-12-27 17:10:45	-32.939527000	-69.202614000	1446.0		
T	2019-12-27 17:11:35	-32.939507000	-69.202609000	1446.0		
T	2019-12-27 17:11:41	-32.939337000	-69.202575000	1444.6		
T	2019-12-27 17:11:53	-32.938789000	-69.202546000	1444.4		
T	2019-12-27 17:11:57	-32.938662000	-69.202521000	1445.6		
T	2019-12-27 17:11:59	-32.938607000	-69.202502000	1446.8		
T	2019-12-27 17:12:03	-32.938479000	-69.202481000	1445.8		
T	2019-12-27 17:12:06	-32.938303000	-69.202459000	1444.2		
T	2019-12-27 17:12:11	-32.937948000	-69.202433000	1443.0		
T	2019-12-27 17:12:12	-32.937884000	-69.202445000	1443.0		
T	2019-12-27 17:12:27	-32.937451000	-69.202670000	1442.0		
T	2019-12-27 17:12:30	-32.937322000	-69.202749000	1440.8		
T	2019-12-27 17:12:36	-32.937009000	-69.202923000	1439.8		
T	2019-12-27 17:12:42	-32.936867000	-69.203034000	1440.8		
T	2019-12-27 17:12:59	-32.936732000	-69.203509000	1441.8		
T	2019-12-27 17:13:07	-32.936504000	-69.203648000	1440.6		
T	2019-12-27 17:13:11	-32.936399000	-69.203710000	1439.4		
T	2019-12-27 17:13:14	-32.936280000	-69.203805000	1438.0		
T	2019-12-27 17:13:15	-32.936236000	-69.203852000	1436.8		
T	2019-12-27 17:13:17	-32.936154000	-69.203977000	1436.2		
T	2019-12-27 17:13:18	-32.936123000	-69.204056000	1435.6		
T	2019-12-27 17:13:19	-32.936100000	-69.204144000	1436.0		
T	2019-12-27 17:13:21	-32.936066000	-69.204321000	1434.4		
T	2019-12-27 17:13:24	-32.936025000	-69.204541000	1434.2		
T	2019-12-27 17:13:26	-32.935954000	-69.204645000	1434.0		
T	2019-12-27 17:13:30	-32.935798000	-69.204772000	1435.8		
T	2019-12-27 17:13:33	-32.935744000	-69.204848000	1436.8		
T	2019-12-27 17:13:38	-32.935655000	-69.204953000	1435.6		
T	2019-12-27 17:13:47	-32.935574000	-69.205019000	1434.4		
T	2019-12-27 17:13:53	-32.935409000	-69.205131000	1433.4		
T	2019-12-27 17:14:10	-32.935172000	-69.205658000	1434.6		
T	2019-12-27 17:14:15	-32.935147000	-69.205786000	1435.8		
T	2019-12-27 17:14:21	-32.935056000	-69.205946000	1437.0		
T	2019-12-27 17:14:45	-32.934625000	-69.206346000	1437.6		
T	2019-12-27 17:14:52	-32.934429000	-69.206537000	1436.0		
T	2019-12-27 17:14:57	-32.934215000	-69.206771000	1434.6		
T	2019-12-27 17:14:59	-32.934166000	-69.206918000	1434.2		
T	2019-12-27 17:15:01	-32.934203000	-69.207058000	1434.4		
T	2019-12-27 17:15:06	-32.934362000	-69.207320000	1434.0		
T	2019-12-27 17:15:23	-32.934355000	-69.207936000	1434.8		
T	2019-12-27 17:15:35	-32.934045000	-69.207959000	1435.2		
T	2019-12-27 17:15:37	-32.934017000	-69.208035000	1434.6		
T	2019-12-27 17:15:48	-32.934186000	-69.208383000	1434.2		
T	2019-12-27 17:15:50	-32.934199000	-69.208481000	1433.8		
T	2019-12-27 17:15:54	-32.934165000	-69.208665000	1433.4		
T	2019-12-27 17:15:56	-32.934127000	-69.208765000	1432.8		
T	2019-12-27 17:16:00	-32.934108000	-69.209003000	1432.0		
T	2019-12-27 17:16:04	-32.934003000	-69.209279000	1431.2		
T	2019-12-27 17:16:05	-32.933987000	-69.209355000	1430.8		
T	2019-12-27 17:16:06	-32.933968000	-69.209430000	1431.0		
T	2019-12-27 17:16:08	-32.933901000	-69.209579000	1430.2		
T	2019-12-27 17:16:09	-32.933856000	-69.209654000	1429.4		
T	2019-12-27 17:16:16	-32.933592000	-69.210031000	1430.6		
T	2019-12-27 17:16:20	-32.933544000	-69.210096000	1431.6		
T	2019-12-27 17:16:26	-32.933506000	-69.210184000	1433.0		
T	2019-12-27 17:16:31	-32.933470000	-69.210270000	1434.0		
T	2019-12-27 17:16:37	-32.933407000	-69.210375000	1435.2		
T	2019-12-27 17:16:43	-32.933354000	-69.210474000	1436.4		
T	2019-12-27 17:16:49	-32.933297000	-69.210567000	1437.4		
T	2019-12-27 17:16:53	-32.933265000	-69.210618000	1438.6		
T	2019-12-27 17:17:07	-32.933224000	-69.210690000	1438.4		
T	2019-12-27 17:17:20	-32.933396000	-69.210403000	1437.4		
T	2019-12-27 17:17:22	-32.933421000	-69.210359000	1436.4		
T	2019-12-27 17:17:23	-32.933430000	-69.210343000	1435.2		
T	2019-12-27 17:17:24	-32.933431000	-69.210330000	1434.4		
T	2019-12-27 17:17:46	-32.933368000	-69.210418000	1436.2		
T	2019-12-27 17:17:58	-32.933323000	-69.210501000	1436.6		
T	2019-12-27 17:18:03	-32.933297000	-69.210541000	1437.4		
T	2019-12-27 17:18:08	-32.933273000	-69.210579000	1437.6		
T	2019-12-27 17:18:10	-32.933263000	-69.210596000	1438.0		
T	2019-12-27 17:18:13	-32.933244000	-69.210628000	1438.6		
T	2019-12-27 17:18:16	-32.933231000	-69.210658000	1438.8		
T	2019-12-27 17:18:18	-32.933222000	-69.210684000	1438.6		
T	2019-12-27 17:18:23	-32.933187000	-69.210736000	1438.8		
T	2019-12-27 17:18:31	-32.933137000	-69.210815000	1439.6		
T	2019-12-27 17:18:52	-32.932998000	-69.211050000	1440.8		
T	2019-12-27 17:19:00	-32.932956000	-69.211115000	1442.0		
T	2019-12-27 17:19:06	-32.932923000	-69.211136000	1441.2		
T	2019-12-27 17:19:14	-32.932888000	-69.211132000	1441.0		
T	2019-12-27 17:19:30	-32.932868000	-69.211117000	1441.0		
T	2019-12-27 17:19:48	-32.932395000	-69.210966000	1440.0		
T	2019-12-27 17:20:11	-32.932295000	-69.211294000	1441.2		
T	2019-12-27 17:20:17	-32.932304000	-69.211410000	1442.2		
T	2019-12-27 17:20:21	-32.932255000	-69.211461000	1442.6		
T	2019-12-27 17:20:26	-32.932184000	-69.211452000	1443.2		
T	2019-12-27 17:20:31	-32.932104000	-69.211385000	1444.6		
T	2019-12-27 17:20:34	-32.932060000	-69.211356000	1445.0		
T	2019-12-27 17:20:36	-32.932037000	-69.211357000	1445.4		
T	2019-12-27 17:20:43	-32.932012000	-69.211321000	1445.8		
T	2019-12-27 17:21:16	-32.931951000	-69.211309000	1446.8		
T	2019-12-27 17:21:25	-32.931907000	-69.211305000	1446.6		
T	2019-12-27 17:21:33	-32.931852000	-69.211307000	1447.6		
T	2019-12-27 17:21:37	-32.931818000	-69.211305000	1447.8		
T	2019-12-27 17:21:45	-32.931741000	-69.211314000	1449.0		
T	2019-12-27 17:21:54	-32.931649000	-69.211325000	1450.2		
T	2019-12-27 17:22:14	-32.931456000	-69.211434000	1449.0		
T	2019-12-27 17:22:22	-32.931428000	-69.211526000	1448.0		
T	2019-12-27 17:23:07	-32.931580000	-69.211934000	1447.6		
T	2019-12-27 17:23:20	-32.931421000	-69.212240000	1446.6		
T	2019-12-27 17:23:29	-32.931275000	-69.212648000	1445.4		
T	2019-12-27 17:23:32	-32.931183000	-69.212862000	1444.0		
T	2019-12-27 17:23:36	-32.931010000	-69.213191000	1442.2		
T	2019-12-27 17:23:37	-32.930959000	-69.213261000	1441.2		
T	2019-12-27 17:23:38	-32.930906000	-69.213317000	1440.4		
T	2019-12-27 17:23:39	-32.930848000	-69.213362000	1440.2		
T	2019-12-27 17:23:41	-32.930719000	-69.213438000	1439.2		
T	2019-12-27 17:23:43	-32.930580000	-69.213505000	1438.4		
T	2019-12-27 17:23:44	-32.930512000	-69.213551000	1436.8		
T	2019-12-27 17:23:45	-32.930443000	-69.213610000	1435.6		
T	2019-12-27 17:23:47	-32.930319000	-69.213771000	1435.6		
T	2019-12-27 17:23:51	-32.930166000	-69.214088000	1435.6		
T	2019-12-27 17:23:53	-32.930120000	-69.214216000	1435.8		
T	2019-12-27 17:23:55	-32.930056000	-69.214321000	1435.6		
T	2019-12-27 17:24:09	-32.929656000	-69.214757000	1436.0		
T	2019-12-27 17:24:24	-32.929415000	-69.215330000	1436.2		
T	2019-12-27 17:24:31	-32.929325000	-69.215587000	1435.0		
T	2019-12-27 17:24:34	-32.929313000	-69.215758000	1434.4		
T	2019-12-27 17:24:39	-32.929309000	-69.216103000	1434.4		
T	2019-12-27 17:24:47	-32.929152000	-69.216418000	1435.6		
T	2019-12-27 17:25:03	-32.928824000	-69.216775000	1434.4		
T	2019-12-27 17:25:11	-32.928697000	-69.216987000	1435.8		
T	2019-12-27 17:25:22	-32.928505000	-69.217371000	1436.8		
T	2019-12-27 17:25:41	-32.928165000	-69.217878000	1436.2		
T	2019-12-27 17:26:33	-32.928076000	-69.218003000	1436.2		
T	2019-12-27 17:26:46	-32.927842000	-69.218410000	1437.8		
T	2019-12-27 17:27:06	-32.927509000	-69.218927000	1437.0		
T	2019-12-27 17:27:23	-32.927253000	-69.219496000	1437.8		
T	2019-12-27 17:27:44	-32.926906000	-69.220000000	1438.0		
T	2019-12-27 17:27:58	-32.926732000	-69.220317000	1439.0		
T	2019-12-27 17:28:38	-32.926681000	-69.220433000	1439.6		
T	2019-12-27 17:28:42	-32.926635000	-69.220488000	1440.0		
T	2019-12-27 17:28:58	-32.926404000	-69.221036000	1441.4		
T	2019-12-27 17:28:59	-32.926380000	-69.221076000	1441.6		
T	2019-12-27 17:29:02	-32.926275000	-69.221205000	1441.4		
T	2019-12-27 17:29:04	-32.926214000	-69.221332000	1441.8		
T	2019-12-27 17:29:07	-32.926155000	-69.221544000	1441.4		
T	2019-12-27 17:29:11	-32.926007000	-69.221819000	1442.6		
T	2019-12-27 17:29:13	-32.925975000	-69.221971000	1443.6		
T	2019-12-27 17:29:14	-32.925974000	-69.222051000	1443.8		
T	2019-12-27 17:29:18	-32.925973000	-69.222356000	1443.8		
T	2019-12-27 17:29:21	-32.925950000	-69.222583000	1444.8		
T	2019-12-27 17:29:28	-32.925936000	-69.223044000	1445.0		
T	2019-12-27 17:29:30	-32.925971000	-69.223163000	1444.6		
T	2019-12-27 17:29:32	-32.926050000	-69.223284000	1443.8		
T	2019-12-27 17:29:35	-32.926244000	-69.223467000	1442.2		
T	2019-12-27 17:29:37	-32.926371000	-69.223603000	1441.2		
T	2019-12-27 17:29:39	-32.926483000	-69.223696000	1440.4		
T	2019-12-27 17:29:41	-32.926581000	-69.223723000	1439.8		
T	2019-12-27 17:29:43	-32.926681000	-69.223696000	1440.6		
T	2019-12-27 17:29:49	-32.926928000	-69.223515000	1438.6		
T	2019-12-27 17:29:54	-32.927084000	-69.223380000	1437.2		
T	2019-12-27 17:30:32	-32.927118000	-69.223324000	1436.0		
T	2019-12-27 17:30:47	-32.927119000	-69.223316000	1437.0		
T	2019-12-27 17:30:56	-32.927119000	-69.223316000	1436.0		
T	2019-12-27 17:32:06	-32.927155000	-69.223273000	1436.8		
T	2019-12-27 17:32:09	-32.927187000	-69.223219000	1437.0		
T	2019-12-27 17:32:23	-32.927217000	-69.223158000	1436.0		
T	2019-12-27 17:32:29	-32.927215000	-69.223147000	1436.2		
T	2019-12-27 17:32:37	-32.927328000	-69.222976000	1437.0		
T	2019-12-27 17:32:50	-32.927582000	-69.222569000	1437.2		
T	2019-12-27 17:33:29	-32.927806000	-69.222181000	1436.6		
T	2019-12-27 17:34:23	-32.927722000	-69.222349000	1437.0		
T	2019-12-27 17:34:56	-32.927577000	-69.222565000	1436.0		
T	2019-12-27 17:35:02	-32.927581000	-69.222565000	1437.0		
T	2019-12-27 17:35:05	-32.927581000	-69.222565000	1435.4		
T	2019-12-27 17:35:12	-32.927586000	-69.222566000	1437.2		
T	2019-12-27 17:35:18	-32.927591000	-69.222557000	1436.2		
T	2019-12-27 17:35:21	-32.927591000	-69.222557000	1437.2		
T	2019-12-27 17:35:23	-32.927584000	-69.222553000	1436.2		
T	2019-12-27 17:35:25	-32.927584000	-69.222540000	1435.0		
T	2019-12-27 17:35:41	-32.927698000	-69.222300000	1436.2		
T	2019-12-27 17:35:46	-32.927749000	-69.222217000	1437.4		
T	2019-12-27 17:35:49	-32.927766000	-69.222182000	1437.2		
T	2019-12-27 17:35:58	-32.927826000	-69.222206000	1436.8		
T	2019-12-27 17:36:00	-32.927857000	-69.222248000	1436.4		
T	2019-12-27 17:36:56	-32.927808000	-69.222366000	1436.2		
T	2019-12-27 17:37:04	-32.927825000	-69.222388000	1435.4		
T	2019-12-27 17:37:16	-32.927828000	-69.222383000	1436.4		
T	2019-12-27 17:37:18	-32.927824000	-69.222389000	1436.8		
T	2019-12-27 17:37:30	-32.927820000	-69.222393000	1435.2		
T	2019-12-27 17:37:34	-32.927819000	-69.222380000	1436.4		
T	2019-12-27 17:37:36	-32.927818000	-69.222376000	1435.4		
T	2019-12-27 17:37:52	-32.927828000	-69.222431000	1436.4		
T	2019-12-27 17:39:06	-32.927820000	-69.222386000	1436.8		
