type	time	latitude	longitude	altitude (m)	name	desc
T	2019-12-27 14:48:01	-32.930434000	-69.213597000	1417.0	Perilago Norte con Victor Levy	
T	2019-12-27 14:48:02	-32.930434000	-69.213597000	1419.4		
T	2019-12-27 14:48:05	-32.930434000	-69.213597000	1420.6		
T	2019-12-27 14:48:50	-32.930434000	-69.213597000	1419.2		
T	2019-12-27 14:48:59	-32.930434000	-69.213597000	1419.6		
T	2019-12-27 14:49:05	-32.930537000	-69.213453000	1420.4		
T	2019-12-27 14:49:10	-32.930609000	-69.213409000	1421.4		
T	2019-12-27 14:49:17	-32.930717000	-69.213358000	1422.8		
T	2019-12-27 14:49:27	-32.930832000	-69.213313000	1423.2		
T	2019-12-27 14:49:31	-32.930857000	-69.213311000	1423.2		
T	2019-12-27 14:49:34	-32.930870000	-69.213286000	1423.8		
T	2019-12-27 14:49:36	-32.930892000	-69.213271000	1423.8		
T	2019-12-27 14:49:40	-32.930930000	-69.213262000	1423.4		
T	2019-12-27 14:49:45	-32.930958000	-69.213217000	1424.6		
T	2019-12-27 14:49:50	-32.930983000	-69.213188000	1423.8		
T	2019-12-27 14:49:52	-32.930970000	-69.213169000	1424.0		
T	2019-12-27 14:50:18	-32.930986000	-69.213194000	1425.0		
T	2019-12-27 14:50:22	-32.931031000	-69.213120000	1426.2		
T	2019-12-27 14:50:36	-32.931156000	-69.212877000	1427.4		
T	2019-12-27 14:50:39	-32.931170000	-69.212840000	1427.2		
T	2019-12-27 14:51:17	-32.931213000	-69.212787000	1427.4		
T	2019-12-27 14:51:21	-32.931249000	-69.212690000	1428.6		
T	2019-12-27 14:51:26	-32.931280000	-69.212580000	1429.8		
T	2019-12-27 14:51:32	-32.931322000	-69.212478000	1431.2		
T	2019-12-27 14:52:04	-32.931329000	-69.212387000	1429.8		
T	2019-12-27 14:52:09	-32.931333000	-69.212388000	1431.0		
T	2019-12-27 14:52:13	-32.931315000	-69.212427000	1431.4		
T	2019-12-27 14:53:01	-32.931322000	-69.212475000	1429.8		
T	2019-12-27 14:53:07	-32.931354000	-69.212450000	1431.0		
T	2019-12-27 14:58:14	-32.931315000	-69.212488000	1431.0		
T	2019-12-27 14:58:34	-32.931300000	-69.212478000	1430.4		
T	2019-12-27 14:58:54	-32.931350000	-69.212373000	1431.0		
T	2019-12-27 14:59:03	-32.931445000	-69.212163000	1432.2		
T	2019-12-27 14:59:26	-32.931530000	-69.211638000	1432.2		
T	2019-12-27 14:59:31	-32.931437000	-69.211518000	1433.0		
T	2019-12-27 14:59:32	-32.931433000	-69.211489000	1433.2		
T	2019-12-27 14:59:37	-32.931469000	-69.211389000	1434.4		
T	2019-12-27 14:59:42	-32.931541000	-69.211332000	1435.8		
T	2019-12-27 15:01:02	-32.931632000	-69.211291000	1434.8		
T	2019-12-27 15:03:46	-32.931625000	-69.211280000	1435.8		
T	2019-12-27 15:03:52	-32.931668000	-69.211250000	1435.4		
T	2019-12-27 15:03:54	-32.931677000	-69.211267000	1435.4		
T	2019-12-27 15:04:05	-32.931729000	-69.211288000	1435.6		
T	2019-12-27 15:04:08	-32.931841000	-69.211285000	1435.6		
T	2019-12-27 15:04:10	-32.931964000	-69.211316000	1434.0		
T	2019-12-27 15:04:11	-32.932024000	-69.211342000	1432.0		
T	2019-12-27 15:04:13	-32.932112000	-69.211392000	1430.8		
T	2019-12-27 15:04:17	-32.932226000	-69.211445000	1429.6		
T	2019-12-27 15:04:21	-32.932288000	-69.211412000	1428.4		
T	2019-12-27 15:04:24	-32.932311000	-69.211354000	1427.4		
T	2019-12-27 15:04:29	-32.932234000	-69.211191000	1426.4		
T	2019-12-27 15:04:32	-32.932154000	-69.211052000	1425.6		
T	2019-12-27 15:04:34	-32.932181000	-69.210948000	1425.6		
T	2019-12-27 15:04:36	-32.932266000	-69.210917000	1425.6		
T	2019-12-27 15:04:53	-32.932787000	-69.211088000	1427.6		
T	2019-12-27 15:05:06	-32.932948000	-69.211096000	1426.6		
T	2019-12-27 15:05:51	-32.932992000	-69.211047000	1426.0		
T	2019-12-27 15:05:55	-32.933049000	-69.210946000	1428.2		
T	2019-12-27 15:06:00	-32.933137000	-69.210777000	1427.0		
T	2019-12-27 15:06:02	-32.933178000	-69.210712000	1426.0		
T	2019-12-27 15:06:09	-32.933334000	-69.210474000	1424.6		
T	2019-12-27 15:06:12	-32.933401000	-69.210361000	1423.2		
T	2019-12-27 15:06:15	-32.933467000	-69.210235000	1421.6		
T	2019-12-27 15:06:18	-32.933532000	-69.210109000	1420.0		
T	2019-12-27 15:06:20	-32.933569000	-69.210033000	1418.8		
T	2019-12-27 15:06:21	-32.933593000	-69.209996000	1418.4		
T	2019-12-27 15:06:22	-32.933619000	-69.209953000	1417.6		
T	2019-12-27 15:06:24	-32.933682000	-69.209838000	1416.4		
T	2019-12-27 15:06:37	-32.933988000	-69.209304000	1417.4		
T	2019-12-27 15:06:50	-32.934108000	-69.208965000	1418.6		
T	2019-12-27 15:06:58	-32.934109000	-69.208747000	1419.6		
T	2019-12-27 15:07:12	-32.934178000	-69.208569000	1420.6		
T	2019-12-27 15:07:36	-32.934041000	-69.208098000	1421.8		
T	2019-12-27 15:07:41	-32.933997000	-69.207981000	1421.6		
T	2019-12-27 15:07:46	-32.934078000	-69.207912000	1422.8		
T	2019-12-27 15:08:02	-32.934396000	-69.207844000	1421.4		
T	2019-12-27 15:08:18	-32.934378000	-69.207323000	1420.4		
T	2019-12-27 15:08:30	-32.934202000	-69.206977000	1419.4		
T	2019-12-27 15:08:33	-32.934196000	-69.206884000	1420.6		
T	2019-12-27 15:08:43	-32.934299000	-69.206693000	1421.6		
T	2019-12-27 15:08:49	-32.934381000	-69.206614000	1423.0		
T	2019-12-27 15:08:58	-32.934498000	-69.206494000	1424.0		
T	2019-12-27 15:09:03	-32.934573000	-69.206437000	1425.2		
T	2019-12-27 15:09:22	-32.934860000	-69.206163000	1426.2		
T	2019-12-27 15:09:37	-32.935136000	-69.205878000	1425.0		
T	2019-12-27 15:09:39	-32.935164000	-69.205815000	1423.8		
T	2019-12-27 15:09:42	-32.935180000	-69.205719000	1422.6		
T	2019-12-27 15:09:46	-32.935187000	-69.205609000	1421.4		
T	2019-12-27 15:09:51	-32.935238000	-69.205429000	1420.4		
T	2019-12-27 15:10:02	-32.935514000	-69.205116000	1421.6		
T	2019-12-27 15:10:13	-32.935729000	-69.204941000	1423.0		
T	2019-12-27 15:10:24	-32.935919000	-69.204726000	1421.8		
T	2019-12-27 15:10:25	-32.935954000	-69.204703000	1421.6		
T	2019-12-27 15:10:38	-32.936128000	-69.204278000	1420.6		
T	2019-12-27 15:10:49	-32.936216000	-69.203990000	1421.6		
T	2019-12-27 15:10:55	-32.936278000	-69.203869000	1423.0		
T	2019-12-27 15:10:57	-32.936299000	-69.203833000	1424.8		
T	2019-12-27 15:11:07	-32.936401000	-69.203719000	1426.0		
T	2019-12-27 15:11:12	-32.936451000	-69.203673000	1427.0		
T	2019-12-27 15:11:17	-32.936520000	-69.203616000	1428.2		
T	2019-12-27 15:11:30	-32.936658000	-69.203575000	1427.0		
T	2019-12-27 15:11:39	-32.936806000	-69.203469000	1428.0		
T	2019-12-27 15:11:47	-32.936819000	-69.203418000	1428.8		
T	2019-12-27 15:11:57	-32.936853000	-69.203098000	1427.4		
T	2019-12-27 15:12:12	-32.937354000	-69.202824000	1427.4		
T	2019-12-27 15:12:19	-32.937506000	-69.202757000	1429.2		
T	2019-12-27 15:12:24	-32.937617000	-69.202689000	1430.2		
T	2019-12-27 15:12:28	-32.937691000	-69.202638000	1431.6		
T	2019-12-27 15:12:33	-32.937808000	-69.202561000	1430.6		
T	2019-12-27 15:12:38	-32.938003000	-69.202520000	1430.0		
T	2019-12-27 15:12:52	-32.938388000	-69.202580000	1431.6		
T	2019-12-27 15:12:56	-32.938499000	-69.202571000	1433.2		
T	2019-12-27 15:12:58	-32.938550000	-69.202565000	1434.8		
T	2019-12-27 15:13:01	-32.938581000	-69.202555000	1432.6		
T	2019-12-27 15:13:06	-32.938580000	-69.202542000	1434.0		
T	2019-12-27 15:13:08	-32.938594000	-69.202538000	1434.4		
T	2019-12-27 15:13:19	-32.938812000	-69.202593000	1432.6		
T	2019-12-27 15:13:27	-32.939104000	-69.202590000	1431.4		
T	2019-12-27 15:13:40	-32.939346000	-69.202606000	1431.6		
T	2019-12-27 15:13:46	-32.939429000	-69.202620000	1432.6		
T	2019-12-27 15:13:52	-32.939520000	-69.202655000	1434.0		
T	2019-12-27 15:14:06	-32.939647000	-69.202657000	1433.8		
T	2019-12-27 15:14:08	-32.939661000	-69.202637000	1435.2		
T	2019-12-27 15:14:15	-32.939715000	-69.202623000	1434.4		
T	2019-12-27 15:14:16	-32.939721000	-69.202613000	1434.2		
T	2019-12-27 15:14:32	-32.939770000	-69.202521000	1434.6		
T	2019-12-27 15:14:48	-32.940123000	-69.202397000	1435.2		
T	2019-12-27 15:14:53	-32.940314000	-69.202368000	1436.6		
T	2019-12-27 15:14:55	-32.940396000	-69.202343000	1434.6		
T	2019-12-27 15:14:57	-32.940480000	-69.202309000	1433.0		
T	2019-12-27 15:15:00	-32.940616000	-69.202236000	1431.6		
T	2019-12-27 15:15:03	-32.940757000	-69.202151000	1434.4		
T	2019-12-27 15:15:05	-32.940851000	-69.202088000	1432.4		
T	2019-12-27 15:15:11	-32.941065000	-69.201859000	1430.8		
T	2019-12-27 15:15:17	-32.941064000	-69.201833000	1429.8		
T	2019-12-27 15:15:19	-32.941060000	-69.201835000	1428.8		
T	2019-12-27 15:15:24	-32.941060000	-69.201835000	1430.4		
T	2019-12-27 15:15:33	-32.941061000	-69.201836000	1429.0		
T	2019-12-27 15:15:38	-32.941057000	-69.201837000	1427.6		
T	2019-12-27 15:15:46	-32.941057000	-69.201837000	1426.2		
T	2019-12-27 15:15:47	-32.941058000	-69.201837000	1428.4		
T	2019-12-27 15:15:49	-32.941058000	-69.201837000	1429.6		
T	2019-12-27 15:16:00	-32.941059000	-69.201839000	1430.6		
T	2019-12-27 15:16:04	-32.941058000	-69.201837000	1429.6		
T	2019-12-27 15:16:06	-32.941058000	-69.201835000	1428.2		
T	2019-12-27 15:16:12	-32.941057000	-69.201831000	1429.4		
T	2019-12-27 15:16:19	-32.941057000	-69.201831000	1428.2		
T	2019-12-27 15:16:26	-32.941060000	-69.201826000	1429.2		
T	2019-12-27 15:16:31	-32.941062000	-69.201824000	1430.6		
T	2019-12-27 15:16:38	-32.941064000	-69.201821000	1433.6		
T	2019-12-27 15:16:44	-32.941064000	-69.201823000	1432.6		
T	2019-12-27 15:16:45	-32.941064000	-69.201822000	1431.2		
T	2019-12-27 15:16:47	-32.941063000	-69.201821000	1429.2		
T	2019-12-27 15:16:50	-32.941062000	-69.201820000	1427.4		
T	2019-12-27 15:16:53	-32.941062000	-69.201820000	1426.4		
T	2019-12-27 15:17:03	-32.941063000	-69.201820000	1429.2		
T	2019-12-27 15:17:07	-32.941058000	-69.201822000	1430.2		
T	2019-12-27 15:17:14	-32.941074000	-69.201801000	1429.2		
T	2019-12-27 15:17:21	-32.941101000	-69.201798000	1430.4		
T	2019-12-27 15:17:52	-32.941006000	-69.201904000	1429.0		
T	2019-12-27 15:17:56	-32.941032000	-69.201870000	1428.8		
T	2019-12-27 15:18:03	-32.941064000	-69.201836000	1430.2		
T	2019-12-27 15:18:05	-32.941068000	-69.201840000	1431.4		
T	2019-12-27 15:18:18	-32.941068000	-69.201844000	1430.4		
T	2019-12-27 15:18:25	-32.941080000	-69.201826000	1429.0		
T	2019-12-27 15:18:52	-32.941080000	-69.201812000	1429.8		
T	2019-12-27 15:18:55	-32.941059000	-69.201736000	1427.4		
T	2019-12-27 15:18:57	-32.941016000	-69.201655000	1427.4		
T	2019-12-27 15:18:59	-32.940959000	-69.201559000	1425.8		
T	2019-12-27 15:19:01	-32.940924000	-69.201446000	1424.8		
T	2019-12-27 15:19:03	-32.940944000	-69.201325000	1426.2		
T	2019-12-27 15:19:05	-32.941006000	-69.201234000	1426.8		
T	2019-12-27 15:19:09	-32.941132000	-69.201173000	1428.0		
T	2019-12-27 15:19:19	-32.941318000	-69.201165000	1429.2		
T	2019-12-27 15:19:24	-32.941384000	-69.201111000	1431.4		
T	2019-12-27 15:19:38	-32.941521000	-69.200897000	1432.8		
T	2019-12-27 15:19:46	-32.941583000	-69.200741000	1433.8		
T	2019-12-27 15:20:07	-32.941726000	-69.200435000	1433.4		
T	2019-12-27 15:20:09	-32.941711000	-69.200412000	1434.2		
T	2019-12-27 15:20:12	-32.941687000	-69.200290000	1432.8		
T	2019-12-27 15:20:13	-32.941668000	-69.200219000	1432.2		
T	2019-12-27 15:20:14	-32.941640000	-69.200140000	1431.4		
T	2019-12-27 15:20:15	-32.941614000	-69.200053000	1431.0		
T	2019-12-27 15:20:17	-32.941600000	-69.199877000	1430.8		
T	2019-12-27 15:20:21	-32.941638000	-69.199621000	1430.4		
T	2019-12-27 15:20:30	-32.941594000	-69.199376000	1431.8		
T	2019-12-27 15:20:35	-32.941532000	-69.199296000	1433.0		
T	2019-12-27 15:20:38	-32.941499000	-69.199236000	1434.0		
T	2019-12-27 15:20:43	-32.941437000	-69.199153000	1435.0		
T	2019-12-27 15:20:48	-32.941391000	-69.199064000	1436.4		
T	2019-12-27 15:21:07	-32.941384000	-69.198569000	1437.4		
T	2019-12-27 15:21:23	-32.941467000	-69.198139000	1438.6		
T	2019-12-27 15:21:28	-32.941494000	-69.198039000	1439.6		
T	2019-12-27 15:21:34	-32.941521000	-69.197925000	1440.8		
T	2019-12-27 15:21:41	-32.941545000	-69.197804000	1442.0		
T	2019-12-27 15:21:48	-32.941560000	-69.197691000	1443.0		
T	2019-12-27 15:21:53	-32.941560000	-69.197604000	1444.0		
T	2019-12-27 15:22:02	-32.941536000	-69.197448000	1445.0		
T	2019-12-27 15:22:14	-32.941532000	-69.197224000	1446.2		
T	2019-12-27 15:22:21	-32.941507000	-69.197106000	1447.4		
T	2019-12-27 15:22:46	-32.941693000	-69.196701000	1448.6		
T	2019-12-27 15:22:49	-32.941783000	-69.196688000	1448.4		
T	2019-12-27 15:22:54	-32.942011000	-69.196758000	1447.6		
T	2019-12-27 15:23:11	-32.942384000	-69.196863000	1449.2		
T	2019-12-27 15:23:21	-32.942420000	-69.196635000	1450.2		
T	2019-12-27 15:23:25	-32.942421000	-69.196563000	1450.0		
T	2019-12-27 15:23:31	-32.942377000	-69.196469000	1448.8		
T	2019-12-27 15:23:39	-32.942239000	-69.196358000	1447.6		
T	2019-12-27 15:23:42	-32.942129000	-69.196287000	1447.0		
T	2019-12-27 15:23:44	-32.942074000	-69.196190000	1447.2		
T	2019-12-27 15:23:46	-32.942093000	-69.196080000	1448.2		
T	2019-12-27 15:23:47	-32.942125000	-69.196050000	1449.6		
T	2019-12-27 15:23:48	-32.942162000	-69.196043000	1448.2		
T	2019-12-27 15:23:51	-32.942260000	-69.196034000	1447.4		
T	2019-12-27 15:23:52	-32.942283000	-69.196015000	1446.4		
T	2019-12-27 15:23:53	-32.942299000	-69.195990000	1446.0		
T	2019-12-27 15:23:57	-32.942250000	-69.195857000	1446.0		
T	2019-12-27 15:23:59	-32.942196000	-69.195766000	1445.4		
T	2019-12-27 15:24:02	-32.942187000	-69.195647000	1446.0		
T	2019-12-27 15:24:11	-32.942289000	-69.195554000	1447.4		
T	2019-12-27 15:24:21	-32.942335000	-69.195511000	1448.4		
T	2019-12-27 15:24:22	-32.942381000	-69.195469000	1448.8		
T	2019-12-27 15:24:36	-32.942427000	-69.195426000	1450.0		
T	2019-12-27 15:24:52	-32.942473000	-69.195383000	1451.0		
T	2019-12-27 15:24:58	-32.942518000	-69.195340000	1451.2		
T	2019-12-27 15:25:01	-32.942564000	-69.195297000	1452.0		
T	2019-12-27 15:25:24	-32.942610000	-69.195255000	1451.0		
T	2019-12-27 15:27:35	-32.942656000	-69.195212000	1449.6		
T	2019-12-27 15:27:36	-32.942702000	-69.195169000	1448.4		
T	2019-12-27 15:27:37	-32.942686000	-69.195116000	1448.8		
T	2019-12-27 15:27:38	-32.942679000	-69.195056000	1450.0		
T	2019-12-27 15:27:39	-32.942691000	-69.194995000	1451.0		
T	2019-12-27 15:27:40	-32.942716000	-69.194943000	1451.4		
T	2019-12-27 15:27:41	-32.942748000	-69.194904000	1450.6		
T	2019-12-27 15:27:43	-32.942811000	-69.194833000	1450.6		
T	2019-12-27 15:27:44	-32.942839000	-69.194795000	1450.2		
T	2019-12-27 15:27:46	-32.942902000	-69.194716000	1450.4		
T	2019-12-27 15:27:48	-32.942981000	-69.194656000	1450.0		
T	2019-12-27 15:27:50	-32.943082000	-69.194616000	1450.2		
T	2019-12-27 15:27:51	-32.943136000	-69.194602000	1448.0		
T	2019-12-27 15:27:52	-32.943186000	-69.194581000	1446.8		
T	2019-12-27 15:27:54	-32.943240000	-69.194488000	1446.4		
T	2019-12-27 15:27:55	-32.943238000	-69.194430000	1444.6		
T	2019-12-27 15:27:56	-32.943221000	-69.194375000	1443.0		
T	2019-12-27 15:27:58	-32.943148000	-69.194297000	1441.8		
T	2019-12-27 15:28:10	-32.943006000	-69.194329000	1442.0		
T	2019-12-27 15:28:18	-32.942766000	-69.194221000	1441.4		
T	2019-12-27 15:28:21	-32.942789000	-69.194093000	1441.4		
T	2019-12-27 15:28:23	-32.942855000	-69.194020000	1442.8		
T	2019-12-27 15:28:26	-32.942968000	-69.193933000	1441.6		
T	2019-12-27 15:28:29	-32.943075000	-69.193845000	1440.0		
T	2019-12-27 15:28:38	-32.943427000	-69.193660000	1438.8		
T	2019-12-27 15:28:43	-32.943595000	-69.193550000	1437.4		
T	2019-12-27 15:28:44	-32.943626000	-69.193517000	1436.2		
T	2019-12-27 15:28:46	-32.943688000	-69.193447000	1434.8		
T	2019-12-27 15:28:49	-32.943777000	-69.193328000	1433.6		
T	2019-12-27 15:28:50	-32.943808000	-69.193282000	1432.4		
T	2019-12-27 15:28:51	-32.943837000	-69.193237000	1431.0		
T	2019-12-27 15:29:02	-32.944192000	-69.192752000	1429.0		
T	2019-12-27 15:29:03	-32.944222000	-69.192718000	1427.8		
T	2019-12-27 15:29:06	-32.944309000	-69.192611000	1427.2		
T	2019-12-27 15:29:13	-32.944475000	-69.192345000	1426.6		
T	2019-12-27 15:29:22	-32.944695000	-69.191995000	1425.2		
T	2019-12-27 15:29:25	-32.944772000	-69.191854000	1423.8		
T	2019-12-27 15:29:31	-32.944952000	-69.191574000	1422.0		
T	2019-12-27 15:29:32	-32.944980000	-69.191527000	1421.0		
T	2019-12-27 15:29:33	-32.945005000	-69.191478000	1420.6		
T	2019-12-27 15:29:34	-32.945029000	-69.191427000	1419.6		
T	2019-12-27 15:29:42	-32.945142000	-69.190990000	1418.4		
T	2019-12-27 15:29:44	-32.945170000	-69.190878000	1419.0		
T	2019-12-27 15:29:54	-32.945423000	-69.190585000	1419.6		
T	2019-12-27 15:29:56	-32.945479000	-69.190572000	1420.8		
T	2019-12-27 15:30:04	-32.945674000	-69.190514000	1421.8		
T	2019-12-27 15:30:12	-32.945822000	-69.190373000	1420.8		
T	2019-12-27 15:30:35	-32.946224000	-69.189945000	1422.0		
T	2019-12-27 15:30:39	-32.946267000	-69.189890000	1423.4		
T	2019-12-27 15:31:11	-32.946571000	-69.189489000	1423.6		
T	2019-12-27 15:31:39	-32.946808000	-69.189277000	1424.4		
T	2019-12-27 15:31:43	-32.946844000	-69.189253000	1425.0		
T	2019-12-27 15:31:50	-32.946904000	-69.189206000	1425.6		
T	2019-12-27 15:31:51	-32.946913000	-69.189197000	1426.0		
T	2019-12-27 15:32:02	-32.947007000	-69.189128000	1426.6		
T	2019-12-27 15:32:03	-32.947015000	-69.189119000	1426.6		
T	2019-12-27 15:32:07	-32.947046000	-69.189101000	1426.8		
T	2019-12-27 15:32:38	-32.947128000	-69.189016000	1425.4		
T	2019-12-27 15:33:18	-32.947144000	-69.189041000	1426.6		
T	2019-12-27 15:33:22	-32.947152000	-69.189040000	1425.2		
T	2019-12-27 15:33:25	-32.947172000	-69.189011000	1424.4		
T	2019-12-27 15:33:42	-32.947179000	-69.188986000	1426.2		
T	2019-12-27 15:34:10	-32.947163000	-69.189020000	1425.2		
T	2019-12-27 15:34:24	-32.947155000	-69.189034000	1426.6		
T	2019-12-27 15:34:27	-32.947158000	-69.189034000	1425.4		
T	2019-12-27 15:35:02	-32.947162000	-69.189033000	1424.2		
T	2019-12-27 15:35:03	-32.947162000	-69.189032000	1425.2		
T	2019-12-27 15:35:15	-32.947166000	-69.189023000	1426.4		
T	2019-12-27 15:35:20	-32.947190000	-69.188966000	1426.2		
T	2019-12-27 15:35:23	-32.947256000	-69.188838000	1426.0		
T	2019-12-27 15:35:24	-32.947277000	-69.188776000	1425.2		
T	2019-12-27 15:35:25	-32.947294000	-69.188707000	1423.6		
T	2019-12-27 15:35:27	-32.947277000	-69.188576000	1424.2		
T	2019-12-27 15:35:28	-32.947256000	-69.188518000	1424.8		
T	2019-12-27 15:35:29	-32.947228000	-69.188466000	1424.8		
T	2019-12-27 15:35:37	-32.946968000	-69.188139000	1424.2		
T	2019-12-27 15:35:39	-32.946931000	-69.188023000	1423.2		
T	2019-12-27 15:35:41	-32.946963000	-69.187913000	1424.2		
T	2019-12-27 15:35:43	-32.947045000	-69.187872000	1425.6		
T	2019-12-27 15:35:47	-32.947200000	-69.187895000	1426.8		
T	2019-12-27 15:35:50	-32.947317000	-69.187910000	1428.0		
T	2019-12-27 15:35:55	-32.947433000	-69.187792000	1427.0		
T	2019-12-27 15:35:58	-32.947406000	-69.187668000	1426.6		
T	2019-12-27 15:36:02	-32.947356000	-69.187464000	1425.4		
T	2019-12-27 15:36:05	-32.947332000	-69.187307000	1424.4		
T	2019-12-27 15:36:07	-32.947340000	-69.187193000	1425.6		
T	2019-12-27 15:36:08	-32.947350000	-69.187134000	1425.6		
T	2019-12-27 15:36:10	-32.947376000	-69.187027000	1424.6		
T	2019-12-27 15:36:12	-32.947407000	-69.186926000	1424.4		
T	2019-12-27 15:36:13	-32.947427000	-69.186878000	1423.2		
T	2019-12-27 15:36:18	-32.947522000	-69.186608000	1422.4		
T	2019-12-27 15:36:21	-32.947518000	-69.186463000	1421.8		
T	2019-12-27 15:36:30	-32.947383000	-69.186107000	1422.0		
T	2019-12-27 15:36:33	-32.947222000	-69.185997000	1421.8		
T	2019-12-27 15:36:37	-32.947064000	-69.185823000	1422.2		
T	2019-12-27 15:36:40	-32.947017000	-69.185700000	1423.0		
T	2019-12-27 15:36:43	-32.947005000	-69.185612000	1424.2		
T	2019-12-27 15:36:47	-32.946992000	-69.185534000	1425.4		
T	2019-12-27 15:36:51	-32.946989000	-69.185437000	1426.8		
T	2019-12-27 15:36:57	-32.946934000	-69.185293000	1425.4		
T	2019-12-27 15:37:01	-32.946856000	-69.185125000	1424.8		
T	2019-12-27 15:37:03	-32.946840000	-69.185018000	1424.4		
T	2019-12-27 15:37:13	-32.946843000	-69.184594000	1424.4		
T	2019-12-27 15:37:22	-32.946795000	-69.184258000	1423.2		
T	2019-12-27 15:37:25	-32.946799000	-69.184117000	1423.2		
T	2019-12-27 15:37:33	-32.946922000	-69.183818000	1421.8		
T	2019-12-27 15:37:43	-32.947272000	-69.183647000	1420.8		
T	2019-12-27 15:38:00	-32.947828000	-69.183646000	1421.4		
T	2019-12-27 15:38:01	-32.947855000	-69.183622000	1420.8		
T	2019-12-27 15:38:10	-32.948044000	-69.183342000	1421.8		
T	2019-12-27 15:38:16	-32.948175000	-69.183180000	1420.2		
T	2019-12-27 15:38:20	-32.948235000	-69.183089000	1421.2		
T	2019-12-27 15:38:40	-32.948557000	-69.182547000	1419.8		
T	2019-12-27 15:38:44	-32.948637000	-69.182428000	1418.6		
T	2019-12-27 15:39:01	-32.948961000	-69.181888000	1418.4		
T	2019-12-27 15:39:07	-32.949107000	-69.181766000	1419.8		
T	2019-12-27 15:39:16	-32.949303000	-69.181650000	1420.4		
T	2019-12-27 15:39:18	-32.949329000	-69.181613000	1420.8		
T	2019-12-27 15:39:40	-32.949236000	-69.181017000	1420.2		
T	2019-12-27 15:39:42	-32.949223000	-69.180962000	1419.8		
T	2019-12-27 15:39:52	-32.949231000	-69.180652000	1420.0		
T	2019-12-27 15:39:54	-32.949282000	-69.180635000	1420.0		
T	2019-12-27 15:40:00	-32.949397000	-69.180748000	1420.8		
T	2019-12-27 15:40:03	-32.949446000	-69.180828000	1419.6		
T	2019-12-27 15:40:17	-32.949824000	-69.180979000	1420.6		
T	2019-12-27 15:40:29	-32.950052000	-69.180804000	1419.4		
T	2019-12-27 15:40:31	-32.950057000	-69.180754000	1418.4		
T	2019-12-27 15:41:27	-32.950059000	-69.180592000	1418.4		
T	2019-12-27 15:41:41	-32.950053000	-69.180627000	1419.4		
T	2019-12-27 15:41:45	-32.950049000	-69.180629000	1418.4		
T	2019-12-27 15:43:34	-32.950020000	-69.180547000	1417.4		
T	2019-12-27 15:43:36	-32.950020000	-69.180514000	1417.0		
T	2019-12-27 15:43:46	-32.950172000	-69.180151000	1415.6		
T	2019-12-27 15:43:48	-32.950235000	-69.180036000	1413.2		
T	2019-12-27 15:43:51	-32.950297000	-69.179828000	1411.8		
T	2019-12-27 15:43:58	-32.950339000	-69.179498000	1413.6		
T	2019-12-27 15:44:13	-32.950327000	-69.178950000	1414.6		
T	2019-12-27 15:44:29	-32.950284000	-69.178366000	1413.6		
T	2019-12-27 15:44:44	-32.950055000	-69.177731000	1413.0		
T	2019-12-27 15:44:51	-32.949975000	-69.177476000	1412.2		
T	2019-12-27 15:44:56	-32.949954000	-69.177251000	1412.2		
T	2019-12-27 15:45:07	-32.949800000	-69.176746000	1412.0		
T	2019-12-27 15:45:22	-32.949687000	-69.176138000	1413.0		
T	2019-12-27 15:45:26	-32.949731000	-69.175993000	1413.8		
T	2019-12-27 15:45:30	-32.949682000	-69.175853000	1412.4		
T	2019-12-27 15:45:33	-32.949616000	-69.175778000	1413.8		
T	2019-12-27 15:45:46	-32.949487000	-69.175407000	1414.0		
T	2019-12-27 15:45:48	-32.949564000	-69.175370000	1413.4		
T	2019-12-27 15:45:50	-32.949657000	-69.175373000	1412.6		
T	2019-12-27 15:45:52	-32.949760000	-69.175365000	1412.4		
T	2019-12-27 15:45:54	-32.949859000	-69.175318000	1412.4		
T	2019-12-27 15:45:56	-32.949923000	-69.175226000	1413.0		
T	2019-12-27 15:45:58	-32.949932000	-69.175114000	1413.6		
T	2019-12-27 15:46:02	-32.949861000	-69.174947000	1413.8		
T	2019-12-27 15:46:08	-32.949807000	-69.174751000	1415.0		
T	2019-12-27 15:46:10	-32.949794000	-69.174695000	1416.2		
T	2019-12-27 15:46:12	-32.949784000	-69.174644000	1417.6		
T	2019-12-27 15:46:28	-32.949807000	-69.174308000	1418.8		
T	2019-12-27 15:46:48	-32.949667000	-69.173827000	1419.0		
T	2019-12-27 15:46:52	-32.949730000	-69.173773000	1420.0		
T	2019-12-27 15:47:02	-32.949875000	-69.173648000	1421.2		
T	2019-12-27 15:47:11	-32.950017000	-69.173591000	1422.2		
T	2019-12-27 15:47:29	-32.950329000	-69.173659000	1423.4		
T	2019-12-27 15:47:56	-32.950799000	-69.173976000	1424.6		
T	2019-12-27 15:48:03	-32.950863000	-69.174093000	1425.6		
T	2019-12-27 15:48:28	-32.950882000	-69.174737000	1426.4		
T	2019-12-27 15:48:31	-32.950893000	-69.174793000	1426.6		
T	2019-12-27 15:48:59	-32.951288000	-69.175030000	1427.8		
