type	time	latitude	longitude	altitude (m)	name	desc
T	2019-10-13 17:35:50	-33.038396000	-68.996903000	1087.0	Salida comefideos a potre	
T	2019-10-13 17:36:13	-33.038430000	-68.996952000	1087.2		
T	2019-10-13 17:36:37	-33.038575000	-68.997530000	1088.2		
T	2019-10-13 17:37:17	-33.038581000	-68.997561000	1088.6		
T	2019-10-13 17:37:27	-33.038584000	-68.997579000	1089.2		
T	2019-10-13 17:38:33	-33.038552000	-68.997589000	1088.2		
T	2019-10-13 17:38:53	-33.038548000	-68.997591000	1089.2		
T	2019-10-13 17:39:16	-33.038562000	-68.997622000	1088.8		
T	2019-10-13 17:39:37	-33.038660000	-68.998280000	1089.6		
T	2019-10-13 17:39:47	-33.038725000	-68.998670000	1090.2		
T	2019-10-13 17:40:04	-33.038816000	-68.999334000	1091.2		
T	2019-10-13 17:40:05	-33.038821000	-68.999375000	1091.6		
T	2019-10-13 17:40:20	-33.038873000	-69.000049000	1092.0		
T	2019-10-13 17:40:35	-33.038892000	-69.000738000	1092.4		
T	2019-10-13 17:40:37	-33.038889000	-69.000833000	1092.6		
T	2019-10-13 17:40:42	-33.038883000	-69.001098000	1092.4		
T	2019-10-13 17:40:49	-33.038844000	-69.001452000	1093.6		
T	2019-10-13 17:40:56	-33.038837000	-69.001741000	1094.4		
T	2019-10-13 17:40:59	-33.038865000	-69.001921000	1093.8		
T	2019-10-13 17:41:01	-33.038924000	-69.002050000	1093.4		
T	2019-10-13 17:41:03	-33.038989000	-69.002185000	1093.2		
T	2019-10-13 17:41:11	-33.038990000	-69.002694000	1092.4		
T	2019-10-13 17:41:26	-33.038885000	-69.003339000	1092.4		
T	2019-10-13 17:41:41	-33.038837000	-69.003967000	1093.6		
T	2019-10-13 17:41:50	-33.038845000	-69.004420000	1092.6		
T	2019-10-13 17:41:54	-33.038915000	-69.004630000	1092.8		
T	2019-10-13 17:42:03	-33.038899000	-69.005145000	1093.2		
T	2019-10-13 17:42:05	-33.038856000	-69.005236000	1093.2		
T	2019-10-13 17:42:08	-33.038775000	-69.005364000	1092.8		
T	2019-10-13 17:42:23	-33.038746000	-69.006032000	1093.8		
T	2019-10-13 17:42:37	-33.038724000	-69.006675000	1094.6		
T	2019-10-13 17:42:49	-33.038708000	-69.007264000	1095.8		
T	2019-10-13 17:43:02	-33.038678000	-69.007926000	1096.2		
T	2019-10-13 17:43:10	-33.038668000	-69.008262000	1097.0		
T	2019-10-13 17:43:18	-33.038672000	-69.008616000	1098.2		
T	2019-10-13 17:43:33	-33.038658000	-69.009298000	1099.0		
T	2019-10-13 17:43:36	-33.038655000	-69.009442000	1099.2		
T	2019-10-13 17:43:49	-33.038516000	-69.010081000	1099.8		
T	2019-10-13 17:43:54	-33.038461000	-69.010291000	1100.2		
T	2019-10-13 17:44:03	-33.038355000	-69.010681000	1101.4		
T	2019-10-13 17:44:11	-33.038311000	-69.010933000	1102.8		
T	2019-10-13 17:44:23	-33.038241000	-69.011301000	1103.6		
T	2019-10-13 17:44:34	-33.038154000	-69.011658000	1104.8		
T	2019-10-13 17:44:40	-33.038108000	-69.011831000	1105.8		
T	2019-10-13 17:44:51	-33.038111000	-69.012215000	1106.8		
T	2019-10-13 17:45:02	-33.038115000	-69.012637000	1108.0		
T	2019-10-13 17:45:21	-33.038150000	-69.013290000	1108.8		
T	2019-10-13 17:45:28	-33.038159000	-69.013565000	1109.0		
T	2019-10-13 17:45:39	-33.038191000	-69.014033000	1110.0		
T	2019-10-13 17:45:52	-33.038226000	-69.014682000	1109.6		
T	2019-10-13 17:46:03	-33.038259000	-69.015384000	1109.2		
T	2019-10-13 17:46:05	-33.038260000	-69.015521000	1108.8		
T	2019-10-13 17:46:11	-33.038272000	-69.015951000	1107.8		
T	2019-10-13 17:46:20	-33.038340000	-69.016623000	1107.0		
T	2019-10-13 17:46:24	-33.038335000	-69.016907000	1106.8		
T	2019-10-13 17:46:30	-33.038343000	-69.017322000	1105.6		
T	2019-10-13 17:46:33	-33.038355000	-69.017527000	1104.4		
T	2019-10-13 17:46:40	-33.038406000	-69.018007000	1102.8		
T	2019-10-13 17:46:45	-33.038480000	-69.018350000	1102.8		
T	2019-10-13 17:46:54	-33.038638000	-69.018965000	1102.2		
T	2019-10-13 17:46:57	-33.038674000	-69.019161000	1101.6		
T	2019-10-13 17:47:08	-33.038710000	-69.019822000	1101.6		
T	2019-10-13 17:47:10	-33.038702000	-69.019941000	1101.8		
T	2019-10-13 17:47:19	-33.038611000	-69.020455000	1102.8		
T	2019-10-13 17:47:27	-33.038520000	-69.020860000	1103.8		
T	2019-10-13 17:47:41	-33.038405000	-69.021503000	1104.2		
T	2019-10-13 17:47:45	-33.038381000	-69.021690000	1104.8		
T	2019-10-13 17:47:53	-33.038337000	-69.022085000	1105.8		
T	2019-10-13 17:47:59	-33.038315000	-69.022375000	1107.0		
T	2019-10-13 17:48:10	-33.038273000	-69.022889000	1108.2		
T	2019-10-13 17:48:18	-33.038325000	-69.023278000	1109.0		
T	2019-10-13 17:48:26	-33.038389000	-69.023681000	1110.2		
T	2019-10-13 17:48:34	-33.038516000	-69.024067000	1111.2		
T	2019-10-13 17:48:42	-33.038647000	-69.024438000	1112.2		
T	2019-10-13 17:48:48	-33.038733000	-69.024715000	1113.4		
T	2019-10-13 17:49:02	-33.038917000	-69.025262000	1114.4		
T	2019-10-13 17:49:14	-33.039045000	-69.025676000	1115.4		
T	2019-10-13 17:49:28	-33.039213000	-69.026211000	1116.6		
T	2019-10-13 17:49:40	-33.039369000	-69.026672000	1117.6		
T	2019-10-13 17:49:49	-33.039511000	-69.027010000	1119.0		
T	2019-10-13 17:49:59	-33.039656000	-69.027366000	1120.0		
T	2019-10-13 17:50:05	-33.039704000	-69.027618000	1121.2		
T	2019-10-13 17:50:13	-33.039814000	-69.027941000	1122.2		
T	2019-10-13 17:50:20	-33.039889000	-69.028198000	1123.4		
T	2019-10-13 17:50:34	-33.039957000	-69.028808000	1124.6		
T	2019-10-13 17:50:41	-33.039963000	-69.029111000	1125.8		
T	2019-10-13 17:50:45	-33.039958000	-69.029275000	1126.8		
T	2019-10-13 17:50:54	-33.039904000	-69.029647000	1128.0		
T	2019-10-13 17:51:00	-33.039847000	-69.029877000	1129.2		
T	2019-10-13 17:51:06	-33.039772000	-69.030080000	1130.2		
T	2019-10-13 17:51:15	-33.039641000	-69.030410000	1131.2		
T	2019-10-13 17:51:24	-33.039505000	-69.030733000	1132.4		
T	2019-10-13 17:51:30	-33.039442000	-69.030957000	1133.4		
T	2019-10-13 17:51:40	-33.039288000	-69.031302000	1134.4		
T	2019-10-13 17:51:51	-33.039119000	-69.031704000	1135.6		
T	2019-10-13 17:52:01	-33.038964000	-69.032053000	1136.6		
T	2019-10-13 17:52:09	-33.038862000	-69.032353000	1137.6		
T	2019-10-13 17:52:19	-33.038709000	-69.032731000	1138.8		
T	2019-10-13 17:52:27	-33.038579000	-69.033040000	1139.8		
T	2019-10-13 17:52:36	-33.038443000	-69.033381000	1141.0		
T	2019-10-13 17:52:49	-33.038230000	-69.033901000	1142.0		
T	2019-10-13 17:52:55	-33.038132000	-69.034155000	1143.2		
T	2019-10-13 17:52:56	-33.038121000	-69.034205000	1143.2		
T	2019-10-13 17:52:58	-33.038097000	-69.034308000	1143.4		
T	2019-10-13 17:53:07	-33.037949000	-69.034722000	1144.0		
T	2019-10-13 17:53:16	-33.037785000	-69.035145000	1144.2		
T	2019-10-13 17:53:23	-33.037691000	-69.035506000	1144.6		
T	2019-10-13 17:53:25	-33.037645000	-69.035602000	1144.6		
T	2019-10-13 17:53:28	-33.037595000	-69.035733000	1145.0		
T	2019-10-13 17:53:30	-33.037583000	-69.035837000	1145.4		
T	2019-10-13 17:53:35	-33.037599000	-69.036125000	1145.2		
T	2019-10-13 17:53:39	-33.037613000	-69.036339000	1145.8		
T	2019-10-13 17:53:41	-33.037609000	-69.036447000	1146.8		
T	2019-10-13 17:53:48	-33.037598000	-69.036831000	1145.6		
T	2019-10-13 17:53:50	-33.037608000	-69.036947000	1145.4		
T	2019-10-13 17:53:52	-33.037631000	-69.037062000	1145.4		
T	2019-10-13 17:54:00	-33.037636000	-69.037528000	1146.6		
T	2019-10-13 17:54:01	-33.037629000	-69.037586000	1146.6		
T	2019-10-13 17:54:03	-33.037615000	-69.037702000	1145.8		
T	2019-10-13 17:54:09	-33.037611000	-69.038057000	1145.4		
T	2019-10-13 17:54:21	-33.037646000	-69.038750000	1145.8		
T	2019-10-13 17:54:26	-33.037700000	-69.039018000	1146.6		
T	2019-10-13 17:54:35	-33.037857000	-69.039459000	1147.4		
T	2019-10-13 17:54:48	-33.038167000	-69.040030000	1148.2		
T	2019-10-13 17:54:52	-33.038274000	-69.040185000	1148.4		
T	2019-10-13 17:54:54	-33.038334000	-69.040255000	1148.8		
T	2019-10-13 17:54:59	-33.038449000	-69.040455000	1149.4		
T	2019-10-13 17:55:00	-33.038466000	-69.040500000	1149.6		
T	2019-10-13 17:55:02	-33.038501000	-69.040590000	1149.6		
T	2019-10-13 17:55:06	-33.038602000	-69.040750000	1150.0		
T	2019-10-13 17:55:09	-33.038673000	-69.040865000	1150.6		
T	2019-10-13 17:55:17	-33.038859000	-69.041160000	1151.6		
T	2019-10-13 17:55:21	-33.038954000	-69.041316000	1152.4		
T	2019-10-13 17:55:23	-33.038994000	-69.041399000	1152.6		
T	2019-10-13 17:55:27	-33.039084000	-69.041547000	1153.8		
T	2019-10-13 17:55:39	-33.039396000	-69.042085000	1154.6		
T	2019-10-13 17:55:44	-33.039508000	-69.042337000	1154.8		
T	2019-10-13 17:55:51	-33.039641000	-69.042709000	1155.2		
T	2019-10-13 17:55:59	-33.039709000	-69.043239000	1153.8		
T	2019-10-13 17:56:02	-33.039723000	-69.043484000	1152.8		
T	2019-10-13 17:56:09	-33.039749000	-69.044150000	1153.2		
T	2019-10-13 17:56:11	-33.039752000	-69.044351000	1153.8		
T	2019-10-13 17:56:12	-33.039756000	-69.044451000	1152.6		
T	2019-10-13 17:56:13	-33.039762000	-69.044550000	1150.8		
T	2019-10-13 17:56:15	-33.039773000	-69.044744000	1149.2		
T	2019-10-13 17:56:17	-33.039787000	-69.044932000	1148.0		
T	2019-10-13 17:56:24	-33.039852000	-69.045497000	1147.2		
T	2019-10-13 17:56:26	-33.039858000	-69.045627000	1147.2		
T	2019-10-13 17:56:29	-33.039890000	-69.045781000	1147.2		
T	2019-10-13 17:56:41	-33.040048000	-69.046367000	1149.0		
T	2019-10-13 17:56:53	-33.040231000	-69.046985000	1150.0		
T	2019-10-13 17:57:05	-33.040431000	-69.047617000	1149.8		
T	2019-10-13 17:57:07	-33.040474000	-69.047712000	1149.4		
T	2019-10-13 17:57:11	-33.040542000	-69.047936000	1150.2		
T	2019-10-13 17:57:12	-33.040560000	-69.047995000	1150.0		
T	2019-10-13 17:57:23	-33.040751000	-69.048637000	1150.6		
T	2019-10-13 17:57:28	-33.040832000	-69.048916000	1151.2		
T	2019-10-13 17:57:34	-33.040929000	-69.049239000	1152.4		
T	2019-10-13 17:57:39	-33.041003000	-69.049496000	1153.4		
T	2019-10-13 17:57:45	-33.041079000	-69.049777000	1154.4		
T	2019-10-13 17:57:46	-33.041093000	-69.049821000	1154.6		
T	2019-10-13 17:57:52	-33.041178000	-69.050058000	1155.8		
T	2019-10-13 17:58:00	-33.041276000	-69.050405000	1156.8		
T	2019-10-13 17:58:07	-33.041359000	-69.050693000	1158.0		
T	2019-10-13 17:58:17	-33.041485000	-69.051121000	1159.0		
T	2019-10-13 17:58:30	-33.041655000	-69.051742000	1160.0		
T	2019-10-13 17:58:35	-33.041736000	-69.051974000	1160.0		
T	2019-10-13 17:58:46	-33.041961000	-69.052576000	1159.4		
T	2019-10-13 17:58:50	-33.042051000	-69.052810000	1159.2		
T	2019-10-13 17:59:00	-33.042338000	-69.053423000	1158.6		
T	2019-10-13 17:59:06	-33.042516000	-69.053790000	1158.0		
T	2019-10-13 17:59:15	-33.042817000	-69.054340000	1157.2		
T	2019-10-13 17:59:25	-33.043140000	-69.054935000	1157.8		
T	2019-10-13 17:59:34	-33.043397000	-69.055394000	1159.0		
T	2019-10-13 17:59:42	-33.043577000	-69.055704000	1160.0		
T	2019-10-13 17:59:48	-33.043706000	-69.055933000	1161.4		
T	2019-10-13 17:59:56	-33.043865000	-69.056222000	1162.6		
T	2019-10-13 18:00:02	-33.043986000	-69.056443000	1163.6		
T	2019-10-13 18:00:08	-33.044104000	-69.056657000	1165.0		
T	2019-10-13 18:00:17	-33.044280000	-69.056976000	1166.2		
T	2019-10-13 18:00:24	-33.044412000	-69.057207000	1167.4		
T	2019-10-13 18:00:31	-33.044539000	-69.057440000	1168.2		
T	2019-10-13 18:00:37	-33.044648000	-69.057645000	1169.4		
T	2019-10-13 18:00:45	-33.044785000	-69.057921000	1170.6		
T	2019-10-13 18:00:55	-33.044922000	-69.058272000	1171.6		
T	2019-10-13 18:01:01	-33.044985000	-69.058487000	1172.8		
T	2019-10-13 18:01:09	-33.045038000	-69.058771000	1173.8		
T	2019-10-13 18:01:14	-33.045056000	-69.058960000	1175.0		
T	2019-10-13 18:01:21	-33.045065000	-69.059241000	1176.0		
T	2019-10-13 18:01:29	-33.045051000	-69.059539000	1177.0		
T	2019-10-13 18:01:36	-33.045041000	-69.059805000	1178.2		
T	2019-10-13 18:01:45	-33.045032000	-69.060130000	1179.2		
T	2019-10-13 18:01:51	-33.045022000	-69.060363000	1180.2		
T	2019-10-13 18:02:05	-33.044997000	-69.060895000	1181.4		
T	2019-10-13 18:02:21	-33.044965000	-69.061551000	1182.2		
T	2019-10-13 18:02:23	-33.044959000	-69.061637000	1182.4		
T	2019-10-13 18:02:37	-33.044929000	-69.062280000	1182.6		
T	2019-10-13 18:02:50	-33.044898000	-69.062959000	1182.6		
T	2019-10-13 18:03:02	-33.044869000	-69.063618000	1181.6		
T	2019-10-13 18:03:03	-33.044867000	-69.063677000	1181.4		
T	2019-10-13 18:03:14	-33.044835000	-69.064355000	1180.8		
T	2019-10-13 18:03:24	-33.044812000	-69.064962000	1180.2		
T	2019-10-13 18:03:35	-33.044782000	-69.065624000	1180.0		
T	2019-10-13 18:03:47	-33.044751000	-69.066299000	1180.8		
T	2019-10-13 18:03:52	-33.044745000	-69.066566000	1181.4		
T	2019-10-13 18:04:00	-33.044731000	-69.066986000	1182.6		
T	2019-10-13 18:04:07	-33.044716000	-69.067339000	1183.8		
T	2019-10-13 18:04:13	-33.044704000	-69.067632000	1184.8		
T	2019-10-13 18:04:18	-33.044692000	-69.067880000	1185.6		
T	2019-10-13 18:04:25	-33.044676000	-69.068223000	1187.2		
T	2019-10-13 18:04:31	-33.044664000	-69.068521000	1188.2		
T	2019-10-13 18:04:41	-33.044650000	-69.069016000	1189.2		
T	2019-10-13 18:04:53	-33.044649000	-69.069660000	1190.2		
T	2019-10-13 18:04:56	-33.044650000	-69.069823000	1190.2		
T	2019-10-13 18:05:08	-33.044660000	-69.070519000	1190.0		
T	2019-10-13 18:05:14	-33.044663000	-69.070894000	1189.2		
T	2019-10-13 18:05:22	-33.044669000	-69.071551000	1189.0		
T	2019-10-13 18:05:27	-33.044652000	-69.071983000	1188.2		
T	2019-10-13 18:05:36	-33.044613000	-69.072693000	1187.6		
T	2019-10-13 18:05:46	-33.044576000	-69.073286000	1189.2		
T	2019-10-13 18:05:52	-33.044560000	-69.073586000	1190.4		
T	2019-10-13 18:06:00	-33.044544000	-69.074008000	1191.4		
T	2019-10-13 18:06:10	-33.044533000	-69.074508000	1192.6		
T	2019-10-13 18:06:22	-33.044528000	-69.075105000	1193.6		
T	2019-10-13 18:06:35	-33.044522000	-69.075772000	1194.4		
T	2019-10-13 18:06:37	-33.044520000	-69.075885000	1194.6		
T	2019-10-13 18:06:49	-33.044513000	-69.076560000	1195.6		
T	2019-10-13 18:07:01	-33.044552000	-69.077246000	1196.4		
T	2019-10-13 18:07:12	-33.044632000	-69.077936000	1196.4		
T	2019-10-13 18:07:20	-33.044714000	-69.078611000	1195.2		
T	2019-10-13 18:07:24	-33.044764000	-69.079032000	1194.2		
T	2019-10-13 18:07:28	-33.044819000	-69.079500000	1193.0		
T	2019-10-13 18:07:33	-33.044893000	-69.080116000	1191.8		
T	2019-10-13 18:07:37	-33.044951000	-69.080609000	1190.8		
T	2019-10-13 18:07:43	-33.045038000	-69.081316000	1190.4		
T	2019-10-13 18:07:45	-33.045065000	-69.081544000	1189.8		
T	2019-10-13 18:07:51	-33.045142000	-69.082184000	1189.4		
T	2019-10-13 18:08:00	-33.045225000	-69.082880000	1190.8		
T	2019-10-13 18:08:07	-33.045274000	-69.083283000	1191.8		
T	2019-10-13 18:08:14	-33.045320000	-69.083626000	1193.0		
T	2019-10-13 18:08:22	-33.045308000	-69.083962000	1194.2		
T	2019-10-13 18:08:23	-33.045308000	-69.083992000	1194.2		
T	2019-10-13 18:08:28	-33.045380000	-69.084110000	1195.0		
T	2019-10-13 18:08:30	-33.045372000	-69.084163000	1194.8		
T	2019-10-13 18:08:45	-33.045572000	-69.084666000	1195.0		
T	2019-10-13 18:08:47	-33.045613000	-69.084770000	1195.2		
T	2019-10-13 18:08:58	-33.045851000	-69.085361000	1195.8		
T	2019-10-13 18:09:01	-33.045916000	-69.085531000	1196.4		
T	2019-10-13 18:09:12	-33.046121000	-69.086159000	1196.6		
T	2019-10-13 18:09:21	-33.046254000	-69.086686000	1197.4		
T	2019-10-13 18:09:30	-33.046365000	-69.087220000	1198.4		
T	2019-10-13 18:09:38	-33.046463000	-69.087673000	1199.2		
T	2019-10-13 18:09:40	-33.046491000	-69.087786000	1199.6		
T	2019-10-13 18:09:46	-33.046589000	-69.088152000	1200.6		
T	2019-10-13 18:09:58	-33.046799000	-69.088751000	1201.4		
T	2019-10-13 18:10:01	-33.046861000	-69.088910000	1201.8		
T	2019-10-13 18:10:13	-33.047097000	-69.089531000	1201.0		
T	2019-10-13 18:10:24	-33.047340000	-69.090124000	1202.4		
T	2019-10-13 18:10:26	-33.047398000	-69.090269000	1202.8		
T	2019-10-13 18:10:36	-33.047655000	-69.090843000	1203.0		
T	2019-10-13 18:10:40	-33.047745000	-69.091043000	1203.2		
T	2019-10-13 18:10:53	-33.047949000	-69.091660000	1203.2		
T	2019-10-13 18:11:01	-33.047938000	-69.092235000	1202.0		
T	2019-10-13 18:11:03	-33.047888000	-69.092365000	1202.0		
T	2019-10-13 18:11:08	-33.047716000	-69.092669000	1201.6		
T	2019-10-13 18:11:10	-33.047622000	-69.092782000	1200.4		
T	2019-10-13 18:11:12	-33.047515000	-69.092884000	1200.2		
T	2019-10-13 18:11:16	-33.047267000	-69.093048000	1198.8		
T	2019-10-13 18:11:20	-33.046959000	-69.093191000	1197.4		
T	2019-10-13 18:11:26	-33.046382000	-69.093431000	1197.8		
T	2019-10-13 18:11:30	-33.045958000	-69.093663000	1196.2		
T	2019-10-13 18:11:34	-33.045554000	-69.093946000	1194.6		
T	2019-10-13 18:11:35	-33.045467000	-69.094034000	1193.0		
T	2019-10-13 18:11:36	-33.045381000	-69.094126000	1191.0		
T	2019-10-13 18:11:37	-33.045301000	-69.094226000	1189.4		
T	2019-10-13 18:11:39	-33.045165000	-69.094451000	1187.8		
T	2019-10-13 18:11:44	-33.044903000	-69.095037000	1188.6		
T	2019-10-13 18:11:50	-33.044712000	-69.095602000	1189.0		
T	2019-10-13 18:11:58	-33.044509000	-69.096155000	1190.2		
T	2019-10-13 18:12:05	-33.044357000	-69.096553000	1191.4		
T	2019-10-13 18:12:11	-33.044209000	-69.096859000	1192.6		
T	2019-10-13 18:12:15	-33.044089000	-69.097031000	1193.6		
T	2019-10-13 18:12:19	-33.043953000	-69.097173000	1194.2		
T	2019-10-13 18:12:30	-33.043602000	-69.097527000	1194.6		
T	2019-10-13 18:12:40	-33.043349000	-69.097941000	1195.0		
T	2019-10-13 18:12:44	-33.043283000	-69.098149000	1195.6		
T	2019-10-13 18:12:46	-33.043266000	-69.098260000	1196.0		
T	2019-10-13 18:12:55	-33.043252000	-69.098787000	1195.0		
T	2019-10-13 18:12:59	-33.043277000	-69.099012000	1196.0		
T	2019-10-13 18:13:08	-33.043355000	-69.099439000	1197.2		
T	2019-10-13 18:13:17	-33.043406000	-69.099885000	1198.6		
T	2019-10-13 18:13:22	-33.043406000	-69.100123000	1199.6		
T	2019-10-13 18:13:31	-33.043331000	-69.100508000	1200.8		
T	2019-10-13 18:13:37	-33.043260000	-69.100738000	1200.6		
T	2019-10-13 18:13:52	-33.043001000	-69.101319000	1200.0		
T	2019-10-13 18:14:00	-33.043001000	-69.101319000	1199.6		
T	2019-10-13 18:14:30	-33.043001000	-69.101319000	1200.8		
T	2019-10-13 18:14:50	-33.041240000	-69.102503000	1201.6		
T	2019-10-13 18:14:54	-33.041059000	-69.102539000	1202.0		
T	2019-10-13 18:15:04	-33.040649000	-69.102715000	1203.0		
T	2019-10-13 18:15:18	-33.040123000	-69.102932000	1203.4		
T	2019-10-13 18:15:24	-33.039903000	-69.103014000	1204.2		
T	2019-10-13 18:15:37	-33.039402000	-69.103190000	1205.2		
T	2019-10-13 18:15:44	-33.039139000	-69.103265000	1206.2		
T	2019-10-13 18:15:51	-33.038867000	-69.103311000	1207.2		
T	2019-10-13 18:15:59	-33.038553000	-69.103372000	1208.4		
T	2019-10-13 18:16:12	-33.038035000	-69.103558000	1208.6		
T	2019-10-13 18:16:23	-33.037468000	-69.103701000	1207.8		
T	2019-10-13 18:16:30	-33.037037000	-69.103785000	1207.0		
T	2019-10-13 18:16:41	-33.036532000	-69.103980000	1208.2		
T	2019-10-13 18:16:48	-33.036290000	-69.104109000	1209.2		
T	2019-10-13 18:16:55	-33.036105000	-69.104207000	1210.4		
T	2019-10-13 18:17:05	-33.035831000	-69.104311000	1211.6		
T	2019-10-13 18:17:11	-33.035658000	-69.104365000	1212.6		
T	2019-10-13 18:17:20	-33.035413000	-69.104448000	1213.6		
T	2019-10-13 18:17:26	-33.035250000	-69.104508000	1214.8		
T	2019-10-13 18:17:32	-33.035091000	-69.104566000	1215.8		
T	2019-10-13 18:17:38	-33.034925000	-69.104630000	1216.8		
T	2019-10-13 18:17:45	-33.034746000	-69.104752000	1217.8		
T	2019-10-13 18:17:57	-33.034467000	-69.105027000	1219.0		
T	2019-10-13 18:18:11	-33.034146000	-69.105393000	1220.0		
T	2019-10-13 18:18:28	-33.033759000	-69.105886000	1220.0		
T	2019-10-13 18:18:32	-33.033625000	-69.105996000	1219.8		
T	2019-10-13 18:18:40	-33.033261000	-69.106271000	1218.6		
T	2019-10-13 18:18:46	-33.032922000	-69.106512000	1217.4		
T	2019-10-13 18:18:49	-33.032763000	-69.106658000	1216.4		
T	2019-10-13 18:18:52	-33.032626000	-69.106894000	1215.0		
T	2019-10-13 18:18:55	-33.032484000	-69.107184000	1213.8		
T	2019-10-13 18:18:57	-33.032412000	-69.107391000	1212.8		
T	2019-10-13 18:19:03	-33.032269000	-69.107964000	1213.8		
T	2019-10-13 18:19:05	-33.032185000	-69.108068000	1213.4		
T	2019-10-13 18:19:11	-33.031930000	-69.108239000	1215.0		
T	2019-10-13 18:19:20	-33.031664000	-69.108384000	1216.2		
T	2019-10-13 18:19:26	-33.031497000	-69.108471000	1217.4		
T	2019-10-13 18:19:33	-33.031314000	-69.108574000	1218.6		
T	2019-10-13 18:19:39	-33.031173000	-69.108693000	1219.6		
T	2019-10-13 18:19:47	-33.031071000	-69.108933000	1220.6		
T	2019-10-13 18:20:03	-33.031148000	-69.109490000	1222.0		
T	2019-10-13 18:20:07	-33.031145000	-69.109606000	1223.2		
T	2019-10-13 18:20:25	-33.030950000	-69.110219000	1223.8		
T	2019-10-13 18:20:41	-33.030704000	-69.110809000	1224.0		
T	2019-10-13 18:20:44	-33.030628000	-69.110908000	1224.2		
T	2019-10-13 18:20:53	-33.030404000	-69.111184000	1225.2		
T	2019-10-13 18:20:58	-33.030338000	-69.111353000	1226.2		
T	2019-10-13 18:21:04	-33.030294000	-69.111583000	1227.4		
T	2019-10-13 18:21:10	-33.030228000	-69.111808000	1228.6		
T	2019-10-13 18:21:14	-33.030144000	-69.111932000	1230.0		
T	2019-10-13 18:21:19	-33.030029000	-69.112060000	1231.0		
T	2019-10-13 18:21:25	-33.029872000	-69.112187000	1232.2		
T	2019-10-13 18:21:34	-33.029650000	-69.112415000	1233.4		
T	2019-10-13 18:21:51	-33.029330000	-69.112937000	1234.6		
T	2019-10-13 18:22:00	-33.029244000	-69.113026000	1234.2		
T	2019-10-13 18:22:19	-33.028966000	-69.113592000	1235.2		
T	2019-10-13 18:22:24	-33.028885000	-69.113739000	1235.6		
T	2019-10-13 18:22:47	-33.028608000	-69.114309000	1236.2		
T	2019-10-13 18:23:03	-33.028460000	-69.114920000	1236.2		
T	2019-10-13 18:23:10	-33.028263000	-69.115010000	1236.6		
T	2019-10-13 18:23:15	-33.028123000	-69.115058000	1237.8		
T	2019-10-13 18:23:21	-33.028003000	-69.115135000	1238.8		
T	2019-10-13 18:23:24	-33.027992000	-69.115174000	1239.0		
T	2019-10-13 18:23:30	-33.027890000	-69.115356000	1240.0		
T	2019-10-13 18:23:36	-33.027772000	-69.115521000	1241.2		
T	2019-10-13 18:23:41	-33.027669000	-69.115650000	1242.2		
T	2019-10-13 18:23:45	-33.027591000	-69.115758000	1243.2		
T	2019-10-13 18:23:50	-33.027463000	-69.115882000	1244.4		
T	2019-10-13 18:23:56	-33.027318000	-69.115975000	1245.6		
T	2019-10-13 18:24:02	-33.027179000	-69.116067000	1246.8		
T	2019-10-13 18:24:13	-33.026980000	-69.116195000	1247.8		
T	2019-10-13 18:24:25	-33.026816000	-69.116297000	1248.8		
T	2019-10-13 18:24:27	-33.026780000	-69.116322000	1249.0		
T	2019-10-13 18:24:42	-33.026477000	-69.116439000	1250.0		
T	2019-10-13 18:24:56	-33.026047000	-69.116448000	1251.2		
T	2019-10-13 18:25:04	-33.025821000	-69.116497000	1252.2		
T	2019-10-13 18:25:10	-33.025652000	-69.116522000	1253.4		
T	2019-10-13 18:25:17	-33.025494000	-69.116554000	1254.4		
T	2019-10-13 18:25:27	-33.025313000	-69.116613000	1255.6		
T	2019-10-13 18:25:34	-33.025162000	-69.116641000	1256.8		
T	2019-10-13 18:25:42	-33.024958000	-69.116653000	1257.8		
T	2019-10-13 18:25:53	-33.024725000	-69.116534000	1259.0		
T	2019-10-13 18:26:00	-33.024642000	-69.116255000	1257.8		
T	2019-10-13 18:26:04	-33.024605000	-69.116007000	1256.4		
T	2019-10-13 18:26:06	-33.024585000	-69.115852000	1255.2		
T	2019-10-13 18:26:08	-33.024574000	-69.115675000	1255.0		
T	2019-10-13 18:26:10	-33.024568000	-69.115497000	1255.4		
T	2019-10-13 18:26:11	-33.024556000	-69.115412000	1254.2		
T	2019-10-13 18:26:14	-33.024507000	-69.115178000	1252.8		
T	2019-10-13 18:26:17	-33.024471000	-69.114943000	1251.4		
T	2019-10-13 18:26:18	-33.024455000	-69.114885000	1250.2		
T	2019-10-13 18:26:19	-33.024432000	-69.114855000	1249.4		
T	2019-10-13 18:26:20	-33.024407000	-69.114839000	1248.8		
T	2019-10-13 18:26:21	-33.024389000	-69.114818000	1248.6		
T	2019-10-13 18:26:24	-33.024335000	-69.114699000	1247.8		
T	2019-10-13 18:26:25	-33.024310000	-69.114659000	1247.6		
T	2019-10-13 18:26:30	-33.024116000	-69.114448000	1247.0		
T	2019-10-13 18:26:32	-33.023985000	-69.114388000	1246.6		
T	2019-10-13 18:26:33	-33.023905000	-69.114365000	1246.2		
T	2019-10-13 18:26:35	-33.023715000	-69.114345000	1245.4		
T	2019-10-13 18:26:40	-33.023094000	-69.114324000	1244.2		
T	2019-10-13 18:26:44	-33.022560000	-69.114363000	1244.4		
