type	time	latitude	longitude	altitude (m)	name	desc
T	2019-10-13 20:01:43	-33.038714000	-69.040592000	1158.4		
T	2019-10-13 20:01:50	-33.038497000	-69.040260000	1157.4		
T	2019-10-13 20:01:55	-33.038340000	-69.039991000	1156.2		
T	2019-10-13 20:02:01	-33.038145000	-69.039665000	1157.2		
T	2019-10-13 20:02:10	-33.037895000	-69.039077000	1156.2		
T	2019-10-13 20:02:13	-33.037840000	-69.038856000	1154.6		
T	2019-10-13 20:02:22	-33.037765000	-69.038159000	1154.6		
T	2019-10-13 20:02:31	-33.037762000	-69.037489000	1154.2		
T	2019-10-13 20:02:40	-33.037763000	-69.036820000	1155.2		
T	2019-10-13 20:02:49	-33.037766000	-69.036158000	1154.2		
T	2019-10-13 20:02:58	-33.037825000	-69.035491000	1153.4		
T	2019-10-13 20:03:02	-33.037888000	-69.035204000	1154.4		
T	2019-10-13 20:03:09	-33.038052000	-69.034735000	1153.4		
T	2019-10-13 20:03:18	-33.038296000	-69.034118000	1153.0		
T	2019-10-13 20:03:19	-33.038325000	-69.034048000	1152.2		
T	2019-10-13 20:03:25	-33.038493000	-69.033633000	1151.0		
T	2019-10-13 20:03:32	-33.038682000	-69.033163000	1150.0		
T	2019-10-13 20:03:34	-33.038735000	-69.033030000	1148.4		
T	2019-10-13 20:03:43	-33.038975000	-69.032443000	1147.4		
T	2019-10-13 20:03:44	-33.039002000	-69.032377000	1147.0		
T	2019-10-13 20:03:47	-33.039086000	-69.032180000	1146.0		
T	2019-10-13 20:03:53	-33.039256000	-69.031769000	1144.8		
T	2019-10-13 20:03:58	-33.039398000	-69.031413000	1143.6		
T	2019-10-13 20:04:07	-33.039652000	-69.030790000	1142.6		
T	2019-10-13 20:04:14	-33.039844000	-69.030301000	1141.4		
T	2019-10-13 20:04:17	-33.039926000	-69.030078000	1140.4		
T	2019-10-13 20:04:20	-33.040002000	-69.029842000	1139.2		
T	2019-10-13 20:04:21	-33.040025000	-69.029758000	1138.0		
T	2019-10-13 20:04:24	-33.040082000	-69.029498000	1137.0		
T	2019-10-13 20:04:29	-33.040125000	-69.029048000	1136.0		
T	2019-10-13 20:04:32	-33.040121000	-69.028766000	1134.8		
T	2019-10-13 20:04:35	-33.040094000	-69.028484000	1136.0		
T	2019-10-13 20:04:37	-33.040063000	-69.028297000	1134.8		
T	2019-10-13 20:04:39	-33.040022000	-69.028113000	1133.8		
T	2019-10-13 20:04:42	-33.039943000	-69.027844000	1132.2		
T	2019-10-13 20:04:47	-33.039796000	-69.027401000	1131.0		
T	2019-10-13 20:04:51	-33.039715000	-69.027131000	1129.8		
T	2019-10-13 20:05:02	-33.039683000	-69.027052000	1129.0		
T	2019-10-13 20:05:03	-33.039675000	-69.027033000	1128.6		
T	2019-10-13 20:05:12	-33.039510000	-69.026577000	1127.0		
T	2019-10-13 20:05:15	-33.039440000	-69.026367000	1125.4		
T	2019-10-13 20:05:23	-33.039248000	-69.025799000	1124.2		
T	2019-10-13 20:05:28	-33.039119000	-69.025423000	1123.0		
T	2019-10-13 20:05:34	-33.038955000	-69.024988000	1121.4		
T	2019-10-13 20:05:41	-33.038773000	-69.024665000	1121.0		
T	2019-10-13 20:05:42	-33.038762000	-69.024614000	1120.2		
T	2019-10-13 20:05:45	-33.038717000	-69.024443000	1119.0		
T	2019-10-13 20:05:47	-33.038674000	-69.024324000	1117.8		
T	2019-10-13 20:05:57	-33.038454000	-69.023688000	1117.4		
T	2019-10-13 20:05:58	-33.038437000	-69.023622000	1116.8		
T	2019-10-13 20:06:08	-33.038335000	-69.022929000	1117.4		
T	2019-10-13 20:06:09	-33.038328000	-69.022858000	1117.0		
T	2019-10-13 20:06:14	-33.038359000	-69.022502000	1115.8		
T	2019-10-13 20:06:16	-33.038366000	-69.022355000	1114.6		
T	2019-10-13 20:06:18	-33.038371000	-69.022213000	1115.6		
T	2019-10-13 20:06:22	-33.038393000	-69.021933000	1116.8		
T	2019-10-13 20:06:25	-33.038416000	-69.021739000	1115.4		
T	2019-10-13 20:06:30	-33.038458000	-69.021411000	1114.2		
T	2019-10-13 20:06:35	-33.038521000	-69.021064000	1113.0		
T	2019-10-13 20:06:38	-33.038551000	-69.020848000	1112.8		
T	2019-10-13 20:06:43	-33.038627000	-69.020502000	1112.0		
T	2019-10-13 20:06:53	-33.038748000	-69.019855000	1111.8		
T	2019-10-13 20:07:03	-33.038738000	-69.019268000	1110.8		
T	2019-10-13 20:07:10	-33.038682000	-69.018932000	1109.6		
T	2019-10-13 20:07:12	-33.038662000	-69.018832000	1108.4		
T	2019-10-13 20:07:15	-33.038635000	-69.018685000	1109.6		
T	2019-10-13 20:07:18	-33.038598000	-69.018516000	1110.6		
T	2019-10-13 20:07:20	-33.038563000	-69.018417000	1111.8		
T	2019-10-13 20:07:27	-33.038476000	-69.018125000	1113.2		
T	2019-10-13 20:07:40	-33.038394000	-69.017527000	1114.4		
T	2019-10-13 20:07:47	-33.038376000	-69.017194000	1115.4		
T	2019-10-13 20:07:49	-33.038371000	-69.017094000	1114.2		
T	2019-10-13 20:07:51	-33.038367000	-69.016991000	1112.8		
T	2019-10-13 20:07:54	-33.038370000	-69.016841000	1114.6		
T	2019-10-13 20:07:59	-33.038377000	-69.016593000	1115.2		
T	2019-10-13 20:08:01	-33.038367000	-69.016487000	1115.6		
T	2019-10-13 20:08:06	-33.038346000	-69.016234000	1117.0		
T	2019-10-13 20:08:20	-33.038291000	-69.015548000	1117.8		
T	2019-10-13 20:08:21	-33.038290000	-69.015495000	1118.2		
T	2019-10-13 20:08:30	-33.038276000	-69.015007000	1119.6		
T	2019-10-13 20:08:45	-33.038245000	-69.014330000	1119.6		
T	2019-10-13 20:08:51	-33.038223000	-69.013952000	1118.0		
T	2019-10-13 20:08:52	-33.038218000	-69.013880000	1117.0		
T	2019-10-13 20:09:01	-33.038188000	-69.013291000	1118.4		
T	2019-10-13 20:09:06	-33.038201000	-69.013014000	1117.6		
T	2019-10-13 20:09:07	-33.038193000	-69.012966000	1116.8		
T	2019-10-13 20:09:15	-33.038160000	-69.012698000	1115.4		
T	2019-10-13 20:09:21	-33.038151000	-69.012472000	1116.4		
T	2019-10-13 20:09:43	-33.038137000	-69.012255000	1115.4		
T	2019-10-13 20:09:54	-33.038140000	-69.012239000	1116.0		
T	2019-10-13 20:09:58	-33.038129000	-69.012092000	1116.2		
T	2019-10-13 20:10:04	-33.038156000	-69.011755000	1116.2		
T	2019-10-13 20:10:10	-33.038243000	-69.011414000	1114.2		
T	2019-10-13 20:10:17	-33.038332000	-69.011021000	1112.8		
T	2019-10-13 20:10:21	-33.038366000	-69.010821000	1110.8		
T	2019-10-13 20:10:31	-33.038504000	-69.010255000	1109.8		
T	2019-10-13 20:10:34	-33.038551000	-69.010078000	1108.4		
T	2019-10-13 20:10:37	-33.038601000	-69.009893000	1109.6		
T	2019-10-13 20:10:45	-33.038691000	-69.009542000	1108.2		
T	2019-10-13 20:10:58	-33.038713000	-69.009020000	1109.2		
T	2019-10-13 20:11:05	-33.038707000	-69.008633000	1109.4		
T	2019-10-13 20:11:07	-33.038708000	-69.008533000	1108.4		
T	2019-10-13 20:11:08	-33.038707000	-69.008482000	1108.2		
T	2019-10-13 20:11:14	-33.038706000	-69.008159000	1107.2		
T	2019-10-13 20:11:17	-33.038705000	-69.007988000	1106.2		
T	2019-10-13 20:11:19	-33.038711000	-69.007861000	1104.8		
T	2019-10-13 20:11:21	-33.038718000	-69.007744000	1103.6		
T	2019-10-13 20:11:24	-33.038717000	-69.007591000	1104.8		
T	2019-10-13 20:11:28	-33.038727000	-69.007392000	1106.2		
T	2019-10-13 20:11:39	-33.038753000	-69.006721000	1106.4		
T	2019-10-13 20:11:44	-33.038759000	-69.006450000	1105.2		
T	2019-10-13 20:11:56	-33.038783000	-69.005783000	1104.4		
T	2019-10-13 20:11:57	-33.038783000	-69.005728000	1104.0		
T	2019-10-13 20:11:59	-33.038787000	-69.005620000	1102.8		
T	2019-10-13 20:12:04	-33.038801000	-69.005321000	1103.0		
T	2019-10-13 20:12:18	-33.038951000	-69.004735000	1101.8		
T	2019-10-13 20:12:21	-33.038949000	-69.004586000	1101.2		
T	2019-10-13 20:12:31	-33.038877000	-69.004214000	1102.8		
T	2019-10-13 20:12:40	-33.038877000	-69.003829000	1104.2		
T	2019-10-13 20:12:53	-33.038908000	-69.003256000	1103.2		
T	2019-10-13 20:12:55	-33.038912000	-69.003179000	1102.0		
T	2019-10-13 20:13:07	-33.039001000	-69.002762000	1103.2		
T	2019-10-13 20:13:18	-33.039015000	-69.002143000	1101.8		
T	2019-10-13 20:13:20	-33.038977000	-69.002059000	1101.2		
T	2019-10-13 20:13:21	-33.038952000	-69.002022000	1100.6		
T	2019-10-13 20:13:25	-33.038883000	-69.001873000	1101.8		
T	2019-10-13 20:13:28	-33.038863000	-69.001752000	1103.0		
T	2019-10-13 20:13:30	-33.038857000	-69.001666000	1104.4		
T	2019-10-13 20:13:38	-33.038866000	-69.001340000	1104.6		
T	2019-10-13 20:13:40	-33.038876000	-69.001228000	1103.0		
T	2019-10-13 20:13:41	-33.038884000	-69.001163000	1102.6		
T	2019-10-13 20:13:43	-33.038904000	-69.001029000	1102.4		
T	2019-10-13 20:13:51	-33.038913000	-69.000626000	1101.4		
T	2019-10-13 20:13:55	-33.038906000	-69.000445000	1102.6		
T	2019-10-13 20:14:01	-33.038897000	-69.000202000	1102.8		
T	2019-10-13 20:14:04	-33.038897000	-69.000036000	1103.6		
T	2019-10-13 20:14:08	-33.038888000	-68.999814000	1102.4		
T	2019-10-13 20:14:17	-33.038847000	-68.999331000	1101.4		
T	2019-10-13 20:14:18	-33.038839000	-68.999281000	1100.2		
T	2019-10-13 20:14:19	-33.038833000	-68.999232000	1100.0		
T	2019-10-13 20:14:31	-33.038754000	-68.998702000	1099.0		
T	2019-10-13 20:14:44	-33.038649000	-68.998050000	1098.8		
T	2019-10-13 20:14:58	-33.038560000	-68.997364000	1099.4		
T	2019-10-13 20:15:09	-33.038457000	-68.996964000	1098.6		
T	2019-10-13 20:15:14	-33.038391000	-68.996847000	1099.2		
T	2019-10-13 20:15:20	-33.038404000	-68.996827000	1098.8		
